4kLUm6dYdq,BELASTUNG STUFEI,Productivity_Change,Gender,neighborhood,Number_of_Virtual_Meetings,Work_Location,Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Age,Work_Life_Balance_Rating,Zugang zu Ressourcen für psychische Gesundheit
Finance,Medium,Decrease,Prefer not to say,North America,15,Remote,25,2,36,1,Yes
Education,Low,Increase,Prefer not to say,Oceania,7,Remote,22,5,32,2,No
Consulting,Low,No Change,Prefer not to say,Oceania,15,Onsite,59,2,41,2,No
Education,Low,No Change,Non-binary,North America,6,Onsite,22,2,29,3,No
Education,Medium,No Change,Male,As.,8,Remote,46,5,41,3,No
Finance,High,Decrease,Female,Africa,0,Remote,43,2,55,1,Yes
IT,High,Decrease,Female,e7e_Africa,6,Hybrid,48,4,38,4,No
Healthcare,High,Increase,Male,South.America,15,Onsite,93,3,59,4,No
Consulting,High,Decrease,Prefer not to say,Africa,15,Remote,49,1,32,1,No
Healthcare,Low,No Change,Prefer not to say,Europe,11,Hybrid,38,9,28,4,Yes
Healt.,Low,No Change,Prefer not to say,North America,10,Hybrid,32,4,25,2,No
otV_Retail,High,Increase,Prefer not to say,South America,7,Hybrid,47,2,45,4,UFdL_Yes
Consulting,Low,Decrease,Non-binary,Europe,3,Onsite,39,2,27,1,No
Consulting,Medium,No Change,Male,Europe,9,Hybrid,47,2,40,3,No
Healthcare,Low,Increase,Female,Oceania,6,Remote,53,3,25,4,No
IT,Low,No Change,Male,North America,2,Hybrid,49,1,30,2,No
Manufacturing,High,Decrease,Male,Africa,9,Onsite,47,2,45,2,No
Retail,Low,Increase,Prefer not to say,Africa,13,Hybrid,25,4,48,3,No
Consulting,High,No Change,Female,Europe,7,Hybrid,55,3,57,2,No
Retail,Low,Decrease,Prefer not to say,South America,4,Onsite,35,5,32,3,No
Consulting,High,Increase,Male,Oceania,2,Onsite,57,5,31,4,CX_Yes
Retail,Medium,Decrease,Non-binary,Oceania,13,Hybrid,58,3,56,4,N.
IT,Low,Decrease,Non-binary,Asia,12,Remote,44,5,55,1,Y.
Finance,Medium,Decrease,Non-binary,Europe,4,Hybrid,28,9,56,2,No
Healthcare,Low,No Change,Non-binary,Africa,6,Hybrid,25,5,31,1,No
Retail,Low,No Change,Female,Asia,15,Onsite,58,2,55,3,Yes
Finance,H.,Increase,Prefer not to say,South America,11,Onsite,44,2,48,1,No
IT,High,Increase,Male,Oceania,1,Onsite,25,2,50,3,Yes
Healthcare,High,No Change,Non-binary,Oceania,0,Onsite,48,1,28,2,Yes
Education,WT_Low,No Change,Male,Oceania,4,Hybrid,86,3,60,4,Yes
Finance,culture medium,Increase,Male,Asia,1,Onsite,38,4,47,1,No
Healthcare,Low,Decrease,Prefer not to say,North America,14,Remote,37,3,23,2,Yes
NafB_Finance,High,No Change,Male,Oceania,5,Remote,22,2,23,4,Y.
Finance,Low,Increase,Prefer not to say,North America,3,Onsite,78,4,35,2,Yes
Kp_Healthcare,Low,No Change,Non-binary,Oceania,3,Onsite,52,3,53,5,No
e_Finance,low-toned,Decrease,Female,Ocea.,3,Remote,28,5,49,3,Yes
Manufacturing,Medium,No Change,Non-binary,South America,3,Onsite,43,5,43,1,Yes
Manufacturing,y_Low,No Change,Male,ogS_Asia,8,Onsite,41,2,41,3,Yes
Finance,High,No Change,Non-binary,A.,3,Onsite,48,2,59,3,No
Education,Low,Decrease,Non-binary,South America,9,Hybrid,30,2,52,2,Yes
Consulting,Medium,Increase,Male,North America,1,Onsite,86,8,53,1,No
Consulting,High,No Change,Prefer not to say,Africa,0,Remote,78,3,42,3,No
Healthcare,Medium,Increase,Prefer not to say,Oceania,4,Remote,43,4,24,5,Yes
Manufacturing,Medium,Decrease,Non-binary,North America,2,Onsite,84,4,37,2,Yes
IT,high-topped,Decrease,Non-binary,South America,9,Onsite,58,4,58,2,Yes
HA1_Consulting,High,Decrease,Male,South America,7,Remote,53,3,33,4,Yes
Retail,Medium,Increase,Prefer not to say,Oceania,3,Remote,36,2,24,5,No
Healthcare,Medium,No Change,Male,Oceania,9,Hybrid,40,2,46,2,No
Retail,High,Increase,Female,North America,8,Hybrid,60,4,27,1,Yes
IT,Medium,Increase,Non-binary,Europe,2,Hybrid,44,4,35,5,18Sa_No
Education,Low,Decrease,Non-binary,Oceania,15,Remote,33,4,24,4,No
Healthcare,Low,Increase,Female,Asia,7,Hybrid,50,2,60,5,Y.
Manufacturing,high-topped,Decrease,Non-binary,Oceania,10,Remote,38,1,59,5,Yes
Healthcare,Medium,No Change,Prefer not to say,Sout.Am.,14,Remote,95,1,23,3,y60_Yes
Finance,Low,Increase,Male,North America,6,Remote,59,4,55,2,No
Education,Medium,Increase,Female,Europe,0,Onsite,54,4,40,4,Yes
Consulting,High,Increase,Non-binary,AWI_Asia,8,Remote,34,3,39,3,Yes
Healthcare,Low,Decrease,Male,Africa,3,Remote,37,5,51,2,No
Finance,High,Increase,Male,Asia,5,Remote,24,4,40,3,Yes
Educ.,Medium,Decrease,Female,South America,0,Remote,60,2,34,2,Yes
Finance,Low,Decrease,Non-binary,Afri.,5,Onsite,34,1,49,2,No
IT,High,Decrease,Non-binary,Europe,0,Onsite,25,1,24,3,No
IT,Low,Decrease,Non-binary,Oceania,13,Remote,41,3,48,3,No
IT,high-topped,No Change,Non-binary,North America,15,Remote,54,2,40,2,No
IT,Low,Increase,Prefer not to say,Af.,2,Onsite,39,7,45,1,Yes
Healthcare,High,Increase,Female,North America,15,Onsite,52,4,30,2,No
IT,High,No Change,Prefer not to say,Af.,5,R.,54,2,25,1,No
Healthcare,Medium,No Change,Non-binary,Africa,15,Onsite,22,3,57,5,Yes
Consulting,Low,Increase,Female,Oceania,11,Hybrid,43,7,53,4,Yes
Retail,High,Increase,Male,South America,14,Hybrid,35,1,56,5,Yes
Manufacturing,L.,No Change,Prefer not to say,Oceania,0,Onsite,26,3,26,1,No
Consulting,Low,No Change,Male,Asia,13,Onsite,32,4,58,4,No
IT,Medium,Decrease,Non-binary,Europe,9,Remote,53,2,57,3,No
Healthcare,High,Increase,Prefer not to say,Jw_Europe,15,Remote,32,5,44,3,Yes
Educat.,High,Increase,Male,Africa,1,Hybrid,35,5,32,5,Yes
Manufacturing,High,No Change,Non-binary,Europe,6,Hybrid,44,3,42,5,No
C.,High,Decrease,Non-binary,Europe,5,Onsite,24,4,43,3,gW_Yes
Manufacturing,High,Increase,Male,Eu.,14,Remote,47,1,58,5,No
Retail,Low,Decrease,Female,Africa,1,Hybrid,32,10,27,5,Yes
Finance,Medium,Decrease,Female,Oceania,0,Rem.,32,4,25,2,No
Manufacturing,wdK2_Low,Increase,Prefer not to say,North America,4,Remote,39,3,30,1,No
Heal.,P_Medium,Increase,Female,Europe,11,Remote,49,3,44,2,Yes
Education,High,No Change,Non-binary,South America,7,Remote,59,1,28,4,No
IT,Medium,Decrease,Male,South America,13,Hybrid,23,1,36,5,No
Retail,Medium,Increase,Prefer not to say,North America,0,Remote,34,2,35,1,Yes
IT,Hig.,Decrease,Prefer not to say,Oceania,4,Hybrid,82,1,29,4,No
Finance,Medium,Increase,Male,Asia,11,Remote,96,3,56,4,No
Healthcare,High,No Change,Male,Oceania,13,Remote,26,9,45,3,No
Consulting,Medium,Decrease,Male,South America,7,Hybrid,50,8,47,1,No
Finance,culture medium,Increase,Female,Asia,4,Hybrid,46,1,41,2,No
Consulting,Medium,Increase,Prefer not to say,Asia,6,Onsite,46,4,47,5,No
IT,Low,No Change,Male,Oceania,7,Hybrid,22,2,32,2,Yes
IT,Low,No Change,Non-binary,Asia,13,Hybrid,56,5,56,5,Yes
Edu.,High,Decrease,Prefer not to say,S.Ameri.,8,c_Remote,35,8,60,5,Yes
Manufacturing,Low,No Change,Non-binary,South America,15,0nsite,54,4,42,3,Yes
Retail,Medium,Increase,Non-binary,South_America,5,Hybrid,51,3,36,5,No
F.,Medium,Increase,Non-binary,South America,4,Remote,45,5,40,4,Yes
Education,High,Increase,Male,Africa,4,Remote,94,5,32,2,No
Retail,Low,No Change,Female,Africa,9,Hybrid,55,4,32,3,Yes
Retail,High,Increase,Non-binary,Africa,5,Onsite,21,3,49,1,No
Healthcare,Low,Increase,Non-binary,Asia,15,Onsite,41,4,42,5,No
Healthcare,High,Decrease,Prefer not to say,Africa,13,Onsite,49,2,39,5,Yes
Finance,High,Increase,Non-binary,North America,7,Remote,47,2,29,2,No
Healthcare,High,Increase,Non-binary,Oceania,8,Onsite,29,3,52,2,atomic number 102
Manufacturing,Low,Decrease,Prefer not to say,Europe,5,Remote,88,4,25,3,Yes
Consulting,Medium,Decrease,Male,Africa,5,Remote,20,3,58,5,Yes
IT,Medium,Increase,Prefer not to say,North America,15,Remote,25,1,59,3,No
Education,High,Decrease,Male,Africa,10,Onsite,23,9,60,5,Z1_Yes
IT,Low,Increase,Male,Africa,9,Hybrid,43,2,24,5,No
Retail,High,Increase,Prefer not to say,Africa,0,Remote,39,4,49,1,No
Healthcare,Lo.,Increase,Female,North.America,11,Onsite,45,4,25,3,No
Education,Medium,Decrease,Female,Asia,15,Remote,20,2,56,1,No
Education,High,Increase,Prefer not to say,North America,10,Onsite,80,3,34,3,Yes
Finance,High,Decrease,Prefer not to say,Oceania,0,Onsite,88,2,43,5,No
Manufacturing,Low,Decrease,Non-binary,North America,5,Onsite,32,9,56,4,Yes
Finance,High,No Change,Male,North America,15,Hybrid,45,2,46,4,No
Education,Medium,Increase,Non-binary,South America,11,Hybrid,35,5,35,1,No
IT,High,Increase,Male,Africa,15,Remote,22,5,56,5,No
IT,Low,Decrease,Male,North America,12,Hybrid,21,2,27,2,No
IT,Low,Decrease,Prefer not to say,VooU_Oceania,1,Onsite,23,3,58,1,Yes
Healthcare,Medium,No Change,Female,South America,0,Remote,39,9,26,5,No
Consulting,Low,Decrease,Non-binary,South America,3,Onsite,43,5,31,3,Yes
Consulting,High,Decrease,Female,Eur.,13,Hybrid,32,5,53,4,Yes
Finance,high-topped,No Change,Prefer not to say,Oceania,8,Onsite,27,5,41,1,Yes
Healthcare,Low,Decrease,Prefer not to say,North America,3,Hybrid,45,5,24,4,No
Healthcare,Low,Decrease,Prefer not to say,Europe,12,Hybrid,26,3,46,3,No
Finance,high-topped,Decrease,Female,qKdK_South America,1,Remote,28,1,45,3,No
Finance,High,No Change,Non-binary,South America,13,Hybrid,43,1,23,5,No
Manufacturing,High,Increase,Non-binary,Asia,12,Remote,28,1,55,2,Yes
IT,High,No Change,Male,North America,0,Hybrid,98,3,38,3,Yes
1T,High,Decrease,Non-binary,Afri.,13,Remote,21,4,34,3,v_No
Ed.,Low,Decrease,Female,South America,1,Remote,38,1,24,5,No
F.,High,No Change,Non-binary,Oceania,5,Onsite,28,4,46,3,Yes
Healthcare,Medium,Increase,Prefer not to say,Europe,0,Remote,33,3,36,2,No
IT,High,No Change,Male,North America,4,Onsite,25,3,30,4,Yes
Manufacturing,Low,Increase,Male,Oceania,9,Onsite,89,2,34,1,No
Education,Low,No Change,Female,South America,15,Remote,49,3,40,5,Yes
Consulting,high-topped,No Change,Male,South America,0,Remote,60,4,37,5,No
IT,Low,Increase,Non-binary,Africa,3,On.,28,4,37,2,Yes
IT,Medium,No Change,Non-binary,Asia,5,Remote,41,2,33,3,Yes
IT,n_Low,No Change,Prefer not to say,Oceania,13,Onsite,51,1,53,1,No
Manufacturing,Low,No Change,Female,Africa,9,Remote,52,5,23,5,No
Healthcare,High,Increase,Female,in the south the americas,10,t7t_Remote,31,1,22,4,No
Manufacturing,Low,Decrease,Non-binary,Asia,3,Remote,51,4,45,4,Yes
Finance,Low,Increase,Female,North America,9,Onsite,86,3,25,4,Yes
Finance,High,Increase,Male,Asia,10,Onsite,59,1,44,3,Yes
Consulting,High,Increase,Female,Oceania,7,Remote,43,7,36,3,No
Co.,Low,Increase,Female,Africa,13,Hybrid,54,1,37,3,Yes
Healthcare,Medium,Decrease,Male,North America,7,Hy.,43,4,45,2,Ye.
Retail,High,No Change,Female,North America,2,remote control,22,9,48,5,atomic number 102
Finance,Low,Decrease,Non-binary,Oceania,8,Remote,34,5,42,4,No
Manufacturing,high-topped,No Change,Non-binary,South America,5,R.,23,4,24,3,xAvv_No
Healthcare,High,No Change,Non-binary,South America,3,Remote,27,9,58,4,No
Finance,Medium,Decrease,Female,Europe,1,Remote,45,3,50,1,Yes
Retail,Low,Increase,Prefer not to say,North America,7,Remote,42,4,46,2,Yes
Retail,High,Increase,Non-binary,South America,7,Onsite,40,5,56,4,No
Education,Medium,Increase,Male,Oceania,6,Onsite,46,8,27,4,No
Retail,Low,No Change,Female,in the south the americas,6,Hybrid,37,2,38,2,Yes
Consulting,Medium,No Change,Non-binary,Africa,9,Onsite,36,8,56,4,atomic number 102
IT,Lo.,Increase,Female,Europe,6,Hybrid,35,3,57,2,No
Retail,Medium,Decrease,Prefer not to say,Asia,4,Hybrid,24,1,22,3,No
w4sm_Manufacturing,Medium,Increase,Prefer not to say,Oceania,1,Remote,22,4,45,3,Yes
Manufa.,L.,Decrease,Male,North America,8,Hybrid,37,5,33,1,Yes
manufacture,Low,No Change,Non-binary,Europe,13,Hybrid,28,1,37,1,No
IT,High,Decrease,Non-binary,North America,7,Remote,56,5,29,3,Yes
Retail,High,Increase,Female,jqJ6_Africa,9,Hybrid,36,1,51,3,No
Finance,Medium,No Change,Prefer not to say,Asia,1,Hybrid,35,1,43,2,Yes
IT,Low,Increase,Non-binary,Asia,10,Hybrid,41,5,49,1,No
Healthcare,Low,Decrease,Female,South America,13,Remote,40,4,28,1,Yes
IT,Medium,No Change,Female,Europe,10,Hybrid,86,10,28,1,Yes
Finance,Medium,No Change,Prefer not to say,Africa,12,Onsite,27,9,23,3,No
IT,Low,No Change,Male,South America,11,Hybrid,51,2,32,3,Yes
Retail,High,Increase,Male,South_America,4,Remote,35,5,58,1,No
Consulting,Medium,Increase,Male,Oceania,7,Ed_Onsite,46,1,57,5,No
Consulting,Low,No Change,Female,Africa,7,Onsite,50,5,27,2,No
Retail,Low,Decrease,Non-binary,Oceania,2,Remote,26,3,40,1,Y.
Finance,Medium,Decrease,Male,Oceania,14,Hybrid,98,4,55,5,No
Healthcare,Low,Increase,Male,South America,2,Onsite,57,5,54,4,No
Retail,Medium,Increase,Non-binary,North America,15,Remote,80,2,54,4,No
Finance,Low,Increase,Non-binary,South America,11,Remote,87,4,26,1,Yes
Retail,High,Increase,Male,Asia,5,Remote,41,9,48,4,Yes
IT,Medium,No Change,Male,Oceania,9,H.,25,2,32,4,No
Consulting,Medium,No Change,Male,Europe,10,Remote,56,3,52,4,No
Education,Medium,No Change,Prefer not to say,North America,8,Remote,43,3,57,2,No
Education,High,No Change,Female,Europe,5,Remote,39,10,36,3,Yes
Healthcare,Medium,Decrease,Prefer not to say,NS_North America,12,Remote,39,1,54,1,Yes
IT,High,Increase,Prefer not to say,Africa,4,Onsite,53,3,40,2,No
Consulting,Medium,Decrease,Non-binary,Asia,6,Remote,27,2,49,2,Yes
Retail,Low,No Change,Prefer not to say,Africa,10,Onsite,47,2,24,1,No
Manufacturing,High,Increase,Non-binary,Oceania,14,Ethh_Hybrid,29,3,54,4,Yes
Consulting,Low,No Change,Male,Europe,4,Remote,41,5,35,5,No
Healthcare,Low,No Change,Non-binary,South America,7,Remote,22,5,55,1,Yes
Healthcare,Medium,No Change,Female,tYK_North America,13,Onsite,41,10,36,5,Yes
Healt.,Medium,Decrease,Male,Afri.,14,Onsite,44,4,43,1,Y.
Consulting,Low,Decrease,Prefer not to say,South America,14,Remote,57,5,25,3,No
b_Retail,high-topped,Increase,Female,Asia,2,Remote,43,3,42,3,Yes
Consulting,Low,Increase,Female,North America,11,Hybrid,43,1,24,2,Yes
Retail,High,Increase,Female,Europe,4,Onsite,20,10,48,1,No
Retail,Low,Decrease,Male,Europe,11,Hybrid,55,3,47,3,Yes
IT,High,No Change,Prefer not to say,kqQW_Europe,15,Hybrid,44,2,54,4,Yes
Retail,Low,No Change,Non-binary,Asia,15,Hybrid,37,4,43,3,Yes
Manufacturing,High,No Change,Prefer not to say,l5L_North America,5,Remote,59,1,29,2,No
IT,Low,Increase,Male,Europe,11,Remote,43,2,37,3,Yes
Manufacturing,Medi.,Increase,Male,South America,2,Onsite,57,5,39,3,No
Education,Low,Decrease,Female,Asia,3,Onsite,51,9,46,2,No
Retail,High,Decrease,Male,Oceania,12,Onsite,39,7,44,3,Yes
Healthcare,Med.,No Change,Non-binary,Asia,5,Onsite,56,1,36,3,No
Finance,Medium,No Change,Non-binary,North America,6,Hybrid,53,3,28,1,Ye.
IT,Medium,Decrease,Female,Europe,10,Hybrid,33,1,23,1,No
Retail,High,No Change,Prefer not to say,Oceania,6,YoEu_Remote,47,3,60,5,Yes
IT,Medium,Decrease,Prefer not to say,Asia,2,Hybrid,42,5,55,3,Yes
Education,High,Decrease,Male,Oceania,15,Remote,32,4,34,5,Yes
Finance,High,Decrease,Prefer not to say,Asia,4,Onsite,58,3,30,5,No
Education,Medium,Increase,Female,Africa,5,Onsite,46,1,26,1,No
Retail,Medium,Decrease,Male,North America,7,Onsite,29,1,44,3,Yes
IT,Medium,Increase,Prefer not to say,Africa,6,Remote,39,4,24,1,Yes
Healthcare,Low,No Change,Male,Asia,8,Hybrid,24,5,59,4,Yes
Consulting,High,Increase,Male,South America,0,Onsite,30,9,60,3,No
Consulting,High,Increase,Female,Africa,8,Remote,37,3,32,2,Yes
Consulting,Medium,No Change,Prefer not to say,South America,13,Onsite,32,5,49,4,No
IT,High,Decrease,Female,Europe,12,Onsite,49,3,36,4,No
Manufacturing,Low,Decrease,Female,Oceania,7,Onsite,24,2,40,5,z_No
Finance,Low,Decrease,Non-binary,Europe,9,Hybrid,98,2,49,2,Yes
Consulting,Low,Increase,Female,Asia,4,2tD_Onsite,41,5,26,3,No
Finan.,High,Increase,Prefer not to say,Africa,0,Hybrid,27,8,49,5,Ye.
Manufacturing,High,No Change,Prefer not to say,Europe,12,Onsite,43,5,60,2,No
IT,Medium,No Change,Male,Asia,8,Onsite,34,1,42,3,bGN_No
Consulting,Low,No Change,Female,Oceania,8,Remote,20,2,28,5,Yes
Finance,Low,Decrease,Prefer not to say,South America,11,Remote,49,9,45,3,mw_Yes
Finance,Low,Increase,Prefer not to say,Oceania,1,Remote,39,2,27,3,Yes
Healthcare,Medium,Increase,Female,South America,15,Hybrid,56,3,44,3,Yes
Retail,Low,No Change,Male,Europe,12,Onsite,77,3,28,4,No
Retail,High,Increase,Male,North America,15,Remote,59,4,43,4,gs_No
Manufacturing,Low,Decrease,Non-binary,North America,6,Hybrid,92,3,24,5,Yes
IT,Medium,Increase,Female,Africa,13,Onsite,42,2,53,3,Yes
IT,Low,No Change,Prefer not to say,South America,4,Remote,22,2,41,1,No
IT,Low,Decrease,Male,Africa,11,Onsite,42,1,59,1,No
Healthcare,Low,No Change,Female,Europe,14,Remote,31,2,45,3,No
Finance,High,No Change,Non-binary,Africa,9,Remote,40,5,26,3,No
Manufac.,High,Increase,Prefer not to say,Asi.,5,Remote,20,1,52,4,Yes
Consulting,High,Decrease,Prefer not to say,8QJ_Africa,1,Onsite,28,4,48,3,No
IT,Medium,No Change,Prefer not to say,South America,13,Onsite,35,1,22,1,Yes
Manufacturing,3_High,Decrease,Non-binary,Europe,11,Remote,60,3,41,1,No
Retail,High,Decrease,Non-binary,in the south the americas,7,Onsite,82,4,50,3,atomic number 102
Finance,High,Increase,Female,North America,0,Remote,28,3,29,3,No
IT,Low,Decrease,Male,Europe,14,Remote,44,1,27,2,No
Consulting,Medium,No Change,Prefer not to say,Oceania,4,Onsite,50,4,43,5,Yes
Finance,Medium,Decrease,Non-binary,Europe,1,Remote,60,3,51,4,Yes
Finance,High,Increase,Female,Q2K_Europe,5,Hybrid,53,3,47,5,No
IT,Low,Increase,Male,Asia,7,R.,36,2,44,4,Yes
Retail,High,Increase,Prefer not to say,Africa,0,Hybrid,24,3,44,3,Yes
Retail,High,Increase,Female,South America,0,Remote,25,3,43,3,Yes
Con.,Medium,No Change,Female,Africa,8,Remote,47,2,22,5,No
Consulting,Low,No Change,Prefer not to say,Africa,10,Remote,50,1,40,4,h_Yes
IT,High,Decrease,Non-binary,Europe,11,Hybrid,40,5,34,5,Yes
Finance,Low,No Change,Female,Oceania,11,Onsite,39,4,59,1,m_No
Consulting,High,No Change,Female,Oceania,12,Onsite,54,8,26,4,Yes
Manufactu.,High,No Change,Male,North America,9,Hybrid,44,4,40,3,Yes
Retail,High,Increase,Female,Europe,3,Remote,33,5,47,2,Yes
Healthcare,High,Increase,Female,Africa,8,Hybrid,25,3,54,5,Yes
IT,High,Increase,Male,Africa,8,Onsite,33,4,26,2,No
Education,Low,Decrease,Non-binary,Europe,7,Remote,31,4,52,3,Yes
Education,Low,Decrease,Male,Asia,1,Remote,36,1,38,3,Yes
Consulting,Medium,Decrease,Non-binary,North America,9,Remote,35,5,34,2,No
Finance,Low,No Change,Prefer not to say,Oceania,12,Remote,24,2,39,2,Yes
Manufacturing,High,Increase,Non-binary,North America,7,Hybrid,50,5,60,3,9_Yes
Retail,w_High,Decrease,Female,Oceania,11,Hybr.,30,5,24,3,No
Consulting,High,Decrease,Prefer not to say,Europe,3,Onsite,38,4,49,3,No
Consulting,Low,Increase,Non-binary,South America,5,Onsite,40,5,45,1,No
Ret.,Medium,No Change,Male,Oceania,9,Remote,40,1,28,3,Yes
IT,High,No Change,Female,Africa,2,Remote,29,2,34,5,No
Manufacturing,High,Decrease,Non-binary,South America,11,Onsite,81,4,27,1,Yes
Consulting,Lo.,No Change,Female,fuNd_Europe,3,Hybrid,50,2,35,4,bV_Yes
Retail,Low,No Change,Prefer not to say,Europe,13,Remote,96,3,47,4,No
Retail,H.,Increase,Prefer not to say,Asia,10,Remote,31,1,51,3,No
IT,Low,No Change,Prefer not to say,Europe,9,Onsite,44,5,25,4,Y.
Retail,Low,Increase,Female,Europe,6,Hybrid,27,9,36,4,No
Education,Medium,Increase,Female,Oc.,15,Remote,59,7,47,3,Yes
1T,Medium,No Change,Male,Asia,4,Onsite,36,1,60,3,Yes
Finance,Medium,No Change,Female,Oceania,8,Hybrid,26,4,25,4,No
Retail,Low,Decrease,Female,Europe,9,Onsite,32,1,26,3,Yes
Consulting,low-toned,Decrease,Male,A.,11,Hybrid,23,3,55,4,Yes
Manufacturing,Low,No Change,Non-binary,South America,9,Hybrid,30,5,31,3,Yes
Manufacturing,Medium,Decrease,Male,Africa,0,0nsite,24,4,36,5,No
Education,Low,Decrease,Non-binary,Oceania,6,Remote,37,4,23,5,No
Education,High,Decrease,Male,Europe,15,Onsite,41,2,56,1,No
Finance,Medium,No Change,Non-binary,North America,9,Remote,42,10,36,2,Yes
Manufacturing,Medium,Decrease,Female,Europe,9,Remote,34,5,33,3,No
Manufacturing,Low,Increase,Prefer not to say,Oceania,8,Hybrid,96,5,50,2,No
Education,Medium,Decrease,Prefer not to say,Asia,8,Hybrid,29,3,29,2,Yes
Finance,High,Decrease,Non-binary,South America,14,Hybrid,58,2,55,1,Yes
Consulting,High,Decrease,Non-binary,Oceania,6,Onsite,96,1,34,5,Yes
Finance,Low,No Change,Non-binary,Asia,3,Remote,39,4,48,3,No
Retail,Low,Increase,Female,Oceania,5,Hybrid,50,3,51,1,No
Finance,Medium,Decrease,Non-binary,Oceania,4,Onsite,42,5,31,4,Yes
Manufacturing,Low,No Change,Prefer not to say,Europe,2,Hybrid,35,9,22,1,Yes
Finance,Low,No Change,Male,Africa,10,Remote,54,5,23,5,Yes
Consulting,High,Decrease,Prefer not to say,Europe,8,Hybrid,36,3,55,2,No
IT,High,Decrease,Prefer not to say,Asia,12,Remote,26,5,52,4,Yes
Education,Medium,Decrease,Prefer not to say,South America,14,Onsite,55,4,47,4,Yes
Finance,High,No Change,Male,Asia,8,Onsite,23,3,46,1,No
Consulting,High,Decrease,Non-binary,Europe,10,Remote,43,1,28,2,No
Retail,Medium,Decrease,Prefer not to say,Asia,13,Hybrid,44,5,57,3,Yes
Healthcare,Low,Increase,Female,Europe,9,Remote,36,2,26,5,No
IT,Medium,Decrease,Non-binary,Asia,15,Remote,59,4,39,1,No
Manufacturing,Medium,Decrease,Non-binary,Africa,2,Remote,24,5,54,2,Yes
Education,high-topped,No Change,Prefer not to say,South America,6,Remote,40,5,25,2,Yes
Manufacturing,High,No Change,Prefer not to say,Oceania,0,Hybrid,83,3,40,1,Yes
Retail,High,No Change,Non-binary,Asia,9,Remote,51,5,56,1,Yes
Consulting,High,No Change,Female,Africa,10,intercrossed,37,4,32,5,No
Education,Low,No Change,Non-binary,Asia,11,Remote,54,5,34,4,No
Education,High,Decrease,Male,Oceania,4,Onsite,27,7,57,1,No
SK_Consulting,Medium,No Change,Prefer not to say,Europe,13,Onsite,35,3,54,1,Yes
IT,Medium,No Change,Non-binary,North America,15,Hybrid,58,9,29,1,No
Ed.,High,Increase,Prefer not to say,North America,0,Onsite,22,8,45,1,No.
IT,Medium,No Change,Male,Oceania,9,Hybrid,89,3,40,5,No
Manufacturing,low-toned,Decrease,Non-binary,Africa,8,Hybrid,22,3,42,3,Yes
Finance,High,Increase,Prefer not to say,Africa,12,Onsite,43,2,40,2,Yes
Healthcare,High,No Change,Female,Africa,0,Onsite,80,5,46,5,Yes
IT,Low,Decrease,Prefer not to say,North America,1,Hybrid,56,5,26,4,No
7QO_Finance,Medium,No Change,Female,Oceania,4,Remote,45,3,33,5,No
IT,High,Increase,Male,North America,6,Remote,40,3,38,3,No
Education,Low,Decrease,Prefer not to say,South America,11,Remote,56,4,57,1,Yes
Healthcare,Medium,Increase,Male,Asia,7,Onsite,45,3,37,1,Yes
Education,Low,No Change,Female,Oceania,12,Hybrid,35,1,37,5,No
