Work_Life_Balance_Rating,Industry,Gender,Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Satisfaction_with_Remote_Work,Social_Isolation_Rating,Age
3,manufacture,Prefer not to say,53,2,Neutral,3,60
5,Manufacturing,Prefer not to say,53,4,Unsatisfied,1,51
4,IT,Female,44,1,Neutral,5,94
3,Retail,Non-binary,33,5,Satisfied,5,53
5,IT,Prefer not to say,34,2,Neutral,3,50
5,Manufacturing,Female,38,1,Unsatisfied,5,23
1,Retail,Female,29,9,Neutral,3,36
1,I.,Prefer not to say,38,2,Neutral,4,57
4,Healthcare,Female,91,5,Neutral,4,57
3,Retail,Prefer not to say,33,1,Satisfied,3,31
4,Finance,Non-binary,44,3,Satisfied,8,43
5,Healthcare,Non-binary,38,5,Neutral,5,41
3,Retail,Male,43,5,Satisfied,4,24
2,Manufacturing,Female,41,3,Satisfied,7,50
4,Healthcare,Male,50,4,Unsatisfied,3,46
2,Manufacturing,Non-binary,47,4,Unsatisfied,1,56
3,Manufacturing,Prefer not to say,36,4,Neutral,9,34
3,Retail,Non-binary,83,5,Neutral,5,47
4,IT,Female,52,2,Satisfied,4,87
1,Consulting,Non-binary,32,5,Satisfied,5,51
5,IT,Prefer not to say,40,5,Neutral,4,27
1,Healthcare,Prefer not to say,23,4,Neutral,2,45
2,Healthcare,Female,50,3,Satisfied,5,54
5,Consulting,Male,30,4,Neutral,4,45
3,Manufacturing,Female,25,4,Unsatisfied,8,38
1,Healthcare,Female,59,3,Unsatisfied,4,33
4,Heal.,Female,45,4,Neutral,3,34
4,Manufacturing,Prefer not to say,36,2,Neutral,2,40
1,Healthcare,Female,36,1,Satisfied,2,54
1,Healthcare,Non-binary,49,1,Neutral,5,53
5,Healthcare,Male,60,3,Neutral,9,56
2,IT,Male,32,3,Unsatisfied,3,47
4,Finance,Non-binary,39,7,Satisfied,4,39
4,Finance,Female,35,5,Neutral,2,31
3,Finance,Female,42,1,Satisfied,4,22
3,Consulting,Male,21,4,Satisfied,5,42
5,Retail,Prefer not to say,36,4,Neutral,8,55
3,IT,Prefer not to say,38,4,Satisfied,2,32
3,Consulting,Prefer not to say,42,9,Satisfied,2,34
4,Healthcare,Male,53,3,Satisfied,4,29
3,IT,Non-binary,56,2,Satisfied,2,59
1,education department,Prefer not to say,28,5,Unsatisfied,3,48
5,Healthcare,Male,34,1,Unsatisfied,5,45
4,Manufacturing,Female,24,5,Unsatisfied,4,38
5,Finance,Non-binary,54,1,Satisfied,1,55
1,Retail,Male,35,2,Neutral,5,24
2,Education,Male,44,5,Neutral,5,29
3,Finance,Prefer not to say,88,4,Satisfied,4,42
3,Finance,Prefer not to say,54,1,Satisfied,5,23
5,Finance,Male,25,5,Unsatisfied,5,48
3,Healthcare,Non-binary,54,10,Unsatisfied,3,31
4,Education,Non-binary,33,5,Neutral,2,33
3,IT,Prefer not to say,42,8,Neutral,2,53
3,Healthcare,Male,28,1,Unsatisfied,1,52
4,Retail,Non-binary,46,2,Unsatisfied,4,26
3,Finance,Non-binary,29,2,Unsatisfied,10,25
2,Manufacturing,Prefer not to say,59,4,Unsatisfied,2,84
1,Consulting,Female,28,2,Unsatisfied,5,45
5,Retail,Non-binary,32,5,Unsatisfied,8,24
5,Manufacturing,Non-binary,56,1,Satisfied,2,26
4,Finance,Male,45,5,Neutral,4,36
2,IT,Prefer not to say,23,3,Neutral,1,93
1,Retail,Male,21,3,Satisfied,5,38
2,Education,Non-binary,30,5,Satisfied,3,50
5,Healthcare,Non-binary,30,3,Satisfied,2,58
4,Healthcare,Male,49,2,Satisfied,4,43
2,Consulting,Female,32,4,Unsatisfied,5,96
2,Retail,Female,25,8,Neutral,4,24
5,Healthcare,Male,41,10,Satisfied,2,57
3,Consulting,Prefer not to say,28,2,Satisfied,5,36
4,Finance,Female,30,5,Neutral,3,34
2,Consulting,Female,44,5,Unsatisfied,2,24
4,Manufacturing,Female,53,2,Satisfied,4,24
2,1T,Prefer not to say,96,5,Neutral,5,24
5,education department,Non-binary,22,1,Satisfied,1,57
1,F.,Non-binary,43,3,Satisfied,8,39
4,Healthcare,Female,75,3,Satisfied,4,40
1,Finance,Male,36,1,Neutral,3,37
1,Finance,Prefer not to say,27,3,Satisfied,2,23
3,IT,Non-binary,59,3,Neutral,3,44
3,IT,Male,41,5,Unsatisfied,2,46
4,Retail,Male,26,4,Satisfied,5,32
3,bzF_Manufacturing,Prefer not to say,55,1,Satisfied,1,40
4,Education,Non-binary,40,4,Unsatisfied,5,24
4,IT,Female,39,1,Unsatisfied,4,87
5,Retail,Male,28,3,Unsatisfied,1,33
5,Manufacturing,Non-binary,36,2,Unsatisfied,5,49
5,Manufacturing,Prefer not to say,24,9,Neutral,5,60
5,Education,Male,35,4,Satisfied,2,44
5,Education,Male,30,4,Neutral,2,44
3,Finance,Prefer not to say,23,2,Satisfied,4,97
3,Retail,Female,48,1,Neutral,5,39
1,Consult.,Male,28,5,Unsatisfied,4,23
1,Education,Non-binary,38,3,Neutral,3,38
4,Finance,Female,42,1,Unsatisfied,5,86
5,Education,Non-binary,28,1,Satisfied,3,36
3,Finance,Prefer not to say,25,3,Satisfied,2,84
4,Finance,Female,32,2,Satisfied,3,28
4,Healthcare,Male,47,2,Satisfied,3,83
1,Healthcare,Non-binary,42,5,Neutral,5,41
1,Consulting,Non-binary,27,5,Neutral,5,25
1,Retail,Female,25,5,Unsatisfied,5,37
2,cMo_Education,Female,41,1,Neutral,2,39
3,Manufacturing,Prefer not to say,33,1,Unsatisfied,1,39
4,IT,Female,35,5,Neutral,8,25
3,Finance,Prefer not to say,79,1,Unsatisfied,1,56
2,Healthcare,Non-binary,49,5,Unsatisfied,5,50
1,Manufacturing,Female,83,3,Unsatisfied,1,34
1,Retail,Non-binary,53,5,Satisfied,3,34
4,Education,Prefer not to say,36,1,Neutral,1,41
1,Sw_Consulting,Non-binary,20,7,Satisfied,5,49
2,Education,Male,86,3,Neutral,4,58
3,Consulting,Non-binary,34,4,Unsatisfied,3,51
2,Manufacturing,Prefer not to say,20,5,Unsatisfied,5,43
3,Fina.,Male,28,1,Satisfied,1,43
3,Education,Female,98,1,Satisfied,2,55
1,Manufacturing,Female,25,1,Unsatisfied,1,35
3,Consulting,Non-binary,23,1,Satisfied,9,52
5,IT,Male,48,5,Neutral,1,58
4,Healthcare,Prefer not to say,26,4,Unsatisfied,4,22
2,Consulting,Male,54,2,Satisfied,3,48
2,Healthcare,Prefer not to say,91,1,Neutral,3,47
4,Healthcare,Prefer not to say,54,3,Neutral,5,47
2,Consulting,Prefer not to say,55,3,Satisfied,4,25
1,Consulting,Male,38,2,Neutral,4,41
2,Finance,Male,50,9,Unsatisfied,10,59
2,I.,Male,41,5,Satisfied,4,53
2,Education,Female,41,5,Neutral,7,49
3,Ohp3_Healthcare,Male,77,10,Satisfied,5,38
1,KN4_Education,Prefer not to say,59,3,Neutral,1,35
4,Consulting,Female,77,4,Satisfied,5,51
3,Finance,Prefer not to say,36,2,Unsatisfied,4,82
4,Healthcare,Non-binary,98,4,Satisfied,3,22
2,Retail,Non-binary,29,1,Neutral,3,49
4,Healthcare,Non-binary,46,3,Satisfied,7,29
5,Education,Male,45,5,Unsatisfied,3,83
2,Education,Female,30,9,Neutral,1,95
2,IT,Non-binary,39,4,Satisfied,1,32
1,IT,Prefer not to say,43,4,Unsatisfied,3,54
1,Manufacturing,Non-binary,35,8,Neutral,5,95
3,IT,Male,27,3,Neutral,4,59
4,Consulting,Female,33,3,Unsatisfied,4,47
3,Finance,Female,34,5,Satisfied,3,27
2,Manufacturing,Non-binary,47,8,Unsatisfied,4,25
2,Cons.,Female,78,3,Satisfied,3,29
2,H.,Prefer not to say,23,5,Unsatisfied,5,48
5,Retail,Non-binary,52,3,Neutral,4,39
1,Healthcare,Female,27,4,Unsatisfied,9,46
5,Healthcare,Prefer not to say,28,3,Unsatisfied,9,52
3,Consulting,Non-binary,30,2,Neutral,5,29
3,Consulting,Prefer not to say,21,5,Unsatisfied,2,44
4,Healthc.,Prefer not to say,59,3,Neutral,8,44
4,Manufacturing,Male,24,2,Satisfied,4,42
4,Consulting,Female,33,2,Neutral,5,60
5,Education,Female,41,4,Satisfied,9,29
2,F.,Male,45,4,Neutral,9,53
4,Consulting,Male,22,5,Satisfied,4,27
3,Manufacturing,Non-binary,34,5,Neutral,2,40
2,Consulting,Prefer not to say,52,5,Neutral,5,26
5,Consulting,Male,21,5,Neutral,4,34
1,Consulting,Non-binary,51,2,Satisfied,2,28
3,Healthcare,Non-binary,47,7,Satisfied,4,50
3,BI_Consulting,Male,36,3,Satisfied,5,51
3,Finance,Non-binary,31,3,Neutral,4,57
2,Healthcare,Prefer not to say,27,4,Satisfied,5,32
1,manufacture,Female,42,1,Neutral,3,50
4,Consulting,Male,57,2,Satisfied,2,39
2,Consulting,Male,22,4,Satisfied,2,32
5,Retail,Male,30,5,Satisfied,2,87
3,IT,Prefer not to say,47,3,Neutral,4,31
5,Education,Female,36,4,Satisfied,3,33
2,Manufacturing,Female,37,4,Unsatisfied,2,28
2,Healthcare,Male,45,9,Neutral,5,32
5,Manufacturing,Non-binary,35,4,Satisfied,1,51
5,Edu.,Male,43,3,Neutral,1,29
2,Retail,Prefer not to say,57,3,Satisfied,1,47
1,Consulting,Male,28,8,Unsatisfied,1,47
2,Finance,Male,23,8,Satisfied,5,42
4,Consulting,Female,22,2,Satisfied,2,38
2,Education,Male,42,4,Satisfied,5,35
1,Fin.,Non-binary,58,2,Satisfied,2,37
4,Finance,Male,42,3,Unsatisfied,2,29
5,Finance,Prefer not to say,29,1,Unsatisfied,5,28
4,Manufacturing,Male,41,2,Unsatisfied,2,51
2,He.,Female,29,3,Unsatisfied,4,60
2,IT,Non-binary,89,2,Satisfied,5,39
4,Healthcare,Male,37,3,Satisfied,4,36
5,H.,Female,31,4,Unsatisfied,1,39
5,Healthcare,Male,54,1,Neutral,4,37
5,Consulting,Non-binary,34,3,Unsatisfied,5,45
2,Healthcare,Male,55,5,Satisfied,2,25
2,Manufacturing,Prefer not to say,22,8,Satisfied,1,43
3,1T,Non-binary,90,2,Unsatisfied,1,38
3,manufacture,Male,41,4,Unsatisfied,1,26
2,Retail,Non-binary,48,3,Neutral,8,50
3,IT,Female,51,4,Unsatisfied,2,46
5,IT,Male,47,2,Neutral,5,24
5,Healthcare,Prefer not to say,59,3,Unsatisfied,8,56
5,Manufacturing,Non-binary,23,5,Neutral,8,44
1,IT,Female,56,3,Unsatisfied,2,45
2,Manufacturing,Prefer not to say,60,2,Neutral,4,49
5,Manufacturing,Non-binary,88,5,Neutral,3,52
3,Finance,Prefer not to say,45,8,Neutral,2,48
1,IT,Male,47,5,Satisfied,5,38
3,Education,Male,60,1,Neutral,3,57
4,Healthcare,Non-binary,55,10,Neutral,5,31
5,Manufacturing,Female,21,5,Unsatisfied,2,32
4,IT,Female,29,4,Neutral,4,40
2,Consulting,Female,45,3,Satisfied,5,56
2,Consulting,Prefer not to say,23,4,Unsatisfied,2,50
1,0sCi_IT,Male,26,4,Neutral,3,52
4,Manufacturing,Female,25,2,Satisfied,5,49
4,Consulting,Female,30,1,Unsatisfied,1,27
3,Healthcare,Non-binary,22,10,Satisfied,4,31
5,Finance,Non-binary,92,5,Unsatisfied,4,47
2,Healthcare,Male,43,3,Neutral,4,24
2,Education,Female,42,1,Neutral,3,88
5,Retail,Female,49,4,Satisfied,2,45
5,Manufacturing,Prefer not to say,49,1,Satisfied,3,53
1,Healthcare,Male,37,5,Unsatisfied,2,60
3,IT,Female,21,4,Neutral,4,30
1,Finance,Female,33,7,Satisfied,2,47
3,Consulting,Male,30,5,Satisfied,1,45
2,Healthcare,Female,20,3,Neutral,2,39
2,Manufacturing,Male,89,3,Unsatisfied,1,49
2,Consulting,Non-binary,38,4,Satisfied,2,55
2,Education,Male,53,5,Satisfied,5,59
5,Education,Non-binary,54,3,Satisfied,4,55
3,KClm_Healthcare,Male,29,2,Unsatisfied,2,40
5,Finance,Female,79,1,Satisfied,3,57
1,Healthcare,Prefer not to say,59,1,Neutral,3,23
2,Retail,Male,57,10,Unsatisfied,8,53
2,Consulting,Prefer not to say,55,2,Unsatisfied,1,42
3,Manufacturing,Male,33,2,Unsatisfied,3,33
2,IT,Male,37,2,Satisfied,8,33
3,Manufacturing,Prefer not to say,58,1,Satisfied,4,30
1,Healthcare,Male,39,3,Unsatisfied,3,51
3,Retail,Non-binary,35,1,Neutral,5,32
4,IT,Female,85,10,Satisfied,1,59
5,eH2D_IT,Male,47,3,Satisfied,5,27
5,Retail,Female,38,8,Neutral,2,38
5,IT,Female,30,5,Neutral,2,22
2,Healthcare,Male,39,8,Neutral,4,24
1,Education,Female,85,1,Neutral,2,53
5,Finance,Male,97,5,Unsatisfied,4,86
3,Finance,Male,47,1,Satisfied,4,25
5,Retail,Prefer not to say,33,4,Neutral,7,27
5,Manufacturing,Non-binary,48,1,Neutral,3,32
5,Retail,Male,57,4,Satisfied,1,58
1,Retail,Male,92,3,Satisfied,2,40
4,Manufacturing,Female,22,10,Satisfied,4,91
5,Finance,Female,23,2,Unsatisfied,5,55
4,Education,Female,31,1,Satisfied,4,31
2,Consulting,Non-binary,48,3,Satisfied,3,46
4,Manufacturing,Male,32,3,Neutral,8,53
1,K8F_Healthcare,Male,56,1,Neutral,2,36
5,IT,Female,28,5,Unsatisfied,5,51
2,Education,Female,57,2,Satisfied,3,45
3,Education,Prefer not to say,26,3,Unsatisfied,3,52
4,Finance,Non-binary,91,3,Unsatisfied,5,49
3,Retail,Female,53,3,Unsatisfied,5,59
5,Finance,Non-binary,45,5,Unsatisfied,3,29
1,Manufacturing,Prefer not to say,34,3,Unsatisfied,8,24
4,Education,Non-binary,35,5,Neutral,5,36
1,Manufacturing,Prefer not to say,30,4,Unsatisfied,2,90
5,Education,Prefer not to say,57,4,Unsatisfied,2,60
3,Retail,Prefer not to say,23,1,Satisfied,3,32
5,Consulting,Male,28,2,Unsatisfied,4,29
4,Consulting,Female,21,3,Unsatisfied,4,40
5,Consulting,Non-binary,46,1,Unsatisfied,10,34
5,Retail,Female,20,1,Neutral,3,82
5,IT,Female,48,8,Satisfied,3,32
5,Manufacturing,Prefer not to say,22,2,Satisfied,1,24
2,Manufacturing,Male,43,5,Neutral,5,76
5,Finance,Non-binary,45,4,Unsatisfied,1,56
3,IT,Non-binary,25,3,Unsatisfied,9,22
3,Education,Non-binary,50,7,Unsatisfied,3,50
3,Education,Male,76,2,Unsatisfied,5,94
3,Retail,Female,56,1,Neutral,5,45
3,Education,Female,77,2,Neutral,1,56
1,IT,Prefer not to say,29,5,Neutral,4,44
2,Consulting,Prefer not to say,22,1,Unsatisfied,2,58
3,IT,Female,25,8,Satisfied,8,45
1,Finance,Prefer not to say,28,5,Satisfied,3,52
1,Education,Female,55,9,Unsatisfied,9,26
1,Consulting,Male,34,4,Unsatisfied,4,57
3,Te_Retail,Female,30,5,Neutral,1,52
5,Manufacturing,Prefer not to say,57,3,Satisfied,3,40
1,Consulting,Female,34,8,Unsatisfied,2,59
5,Education,Male,23,4,Satisfied,2,29
5,Retail,Non-binary,47,4,Unsatisfied,9,47
3,Healthcare,Female,57,3,Neutral,2,52
2,IT,Female,60,1,Satisfied,4,34
1,Education,Prefer not to say,33,3,Neutral,5,35
5,Manufacturing,Non-binary,59,2,Satisfied,4,34
2,Retail,Prefer not to say,40,4,Satisfied,1,50
5,Retail,Prefer not to say,24,8,Neutral,8,38
1,IT,Prefer not to say,38,5,Satisfied,1,59
5,I.,Female,35,2,Unsatisfied,10,51
1,Finance,Non-binary,97,3,Unsatisfied,7,28
5,Finance,Female,92,4,Unsatisfied,3,39
3,Education,Non-binary,28,9,Neutral,5,38
1,Finance,Prefer not to say,88,1,Satisfied,1,31
2,Finance,Prefer not to say,83,3,Unsatisfied,3,39
5,IT,Female,20,4,Satisfied,10,25
1,IT,Non-binary,40,1,Neutral,2,58
4,Consulting,Male,45,2,Unsatisfied,4,47
1,Education,Prefer not to say,32,3,Neutral,7,53
2,Consulting,Non-binary,55,1,Neutral,3,47
3,Healthcare,Female,90,5,Unsatisfied,5,30
3,Retail,Non-binary,89,1,Unsatisfied,4,55
2,Finance,Male,43,1,Unsatisfied,2,35
5,IT,Prefer not to say,59,1,Unsatisfied,5,56
4,Education,Female,30,2,Neutral,4,60
3,IT,Non-binary,31,1,Satisfied,1,86
3,qU8_Retail,Female,58,5,Satisfied,4,39
4,Manufacturing,Female,33,4,Satisfied,1,24
2,Finance,Prefer not to say,43,5,Neutral,5,40
1,Healthcare,Male,82,4,Neutral,5,31
3,Consulting,Female,22,5,Satisfied,10,46
2,Finance,Female,48,8,Unsatisfied,5,50
1,Education,Male,30,3,Unsatisfied,1,42
5,Manufacturing,Non-binary,85,2,Neutral,7,25
3,Retail,Male,24,1,Neutral,1,47
4,Finance,Prefer not to say,52,5,Unsatisfied,4,49
5,Education,Female,83,5,Unsatisfied,3,22
2,Education,Male,56,1,Unsatisfied,4,33
1,C.,Male,55,2,Unsatisfied,3,80
5,Retail,Female,45,4,Neutral,3,96
2,Finance,Non-binary,33,5,Unsatisfied,2,22
3,Manufacturing,Prefer not to say,49,2,Unsatisfied,5,38
1,Manufacturing,Prefer not to say,58,2,Neutral,2,33
2,Finance,Prefer not to say,37,1,Neutral,3,54
4,Retail,Female,28,3,Neutral,4,56
2,Manufacturing,Prefer not to say,95,9,Neutral,5,52
3,Healthcare,Non-binary,33,2,Satisfied,4,30
4,Finance,Prefer not to say,52,3,Unsatisfied,9,42
1,Education,Male,42,2,Neutral,5,52
5,Education,Male,35,2,Unsatisfied,1,24
2,IT,Non-binary,46,4,Neutral,5,32
2,Education,Non-binary,50,5,Unsatisfied,3,25
1,Consulting,Male,22,3,Unsatisfied,5,24
1,Retail,Female,48,2,Neutral,2,44
2,Retail,Female,21,4,Unsatisfied,5,60
1,Consulting,Male,60,3,Unsatisfied,1,25
4,Healthcare,Prefer not to say,25,4,Neutral,4,42
1,Education,Non-binary,54,5,Neutral,1,31
5,IT,Prefer not to say,25,3,Satisfied,5,30
4,Retail,Female,38,1,Unsatisfied,2,22
1,Consulting,Prefer not to say,58,5,Satisfied,4,22
5,Retail,Non-binary,27,8,Unsatisfied,2,57
5,Finance,Female,27,3,Unsatisfied,2,44
2,Healthcare,Non-binary,49,8,Neutral,2,43
4,Healthcare,Male,36,3,Unsatisfied,5,45
3,n9v_Manufacturing,Male,60,5,Satisfied,4,32
1,Retail,Female,44,1,Satisfied,3,23
2,Manufacturing,Female,39,3,Neutral,3,53
3,Education,Non-binary,28,2,Satisfied,9,25
5,1T,Female,54,1,Unsatisfied,1,58
2,Manufacturing,Female,38,5,Neutral,5,48
3,Healt.,Male,56,4,Neutral,5,25
1,Retail,Prefer not to say,39,7,Neutral,5,45
5,KNkM_Consulting,Prefer not to say,25,1,Satisfied,4,36
3,Healthcare,Prefer not to say,32,1,Neutral,2,45
1,Consulting,Prefer not to say,24,2,Neutral,5,88
4,Manufacturing,Female,22,3,Satisfied,5,55
1,Retail,Non-binary,31,4,Neutral,2,42
3,Manufacturing,Female,41,3,Satisfied,4,45
1,Manufacturing,Prefer not to say,24,1,Satisfied,1,39
1,Finance,Prefer not to say,52,4,Neutral,2,43
3,Healthcare,Prefer not to say,56,5,Neutral,2,60
2,IT,Non-binary,20,4,Neutral,4,25
4,Retail,Male,26,1,Satisfied,3,56
3,Finance,Prefer not to say,38,5,Unsatisfied,4,33
3,IT,Male,21,5,Unsatisfied,2,39
5,Healthcare,Non-binary,25,3,Satisfied,2,52
3,IT,Non-binary,22,4,Satisfied,4,53
4,Consulting,Non-binary,59,3,Neutral,3,23
1,Retail,Non-binary,50,5,Neutral,5,76
5,Consulting,Prefer not to say,38,2,Neutral,2,39
4,Finance,Prefer not to say,22,3,Satisfied,4,56
3,Consulting,Male,50,2,Satisfied,9,47
5,Finance,Female,59,1,Unsatisfied,2,44
2,Manufacturing,Non-binary,32,3,Neutral,1,29
3,Consulting,Prefer not to say,57,1,Satisfied,1,49
3,Manufacturing,Prefer not to say,59,3,Unsatisfied,5,50
3,Healthcare,Female,50,2,Unsatisfied,2,24
5,Manufacturing,Male,40,4,Unsatisfied,2,23
4,Manufacturing,Male,36,4,Unsatisfied,4,23
2,IT,Prefer not to say,45,3,Satisfied,2,48
2,P_Finance,Female,32,3,Satisfied,1,27
5,Retail,Male,26,4,Neutral,4,33
3,Retail,Male,34,1,Neutral,3,30
3,Healthcare,Prefer not to say,49,2,Neutral,5,38
2,Healthcare,Male,56,2,Unsatisfied,3,56
1,Finance,Prefer not to say,27,1,Neutral,8,24
1,Finance,Female,39,4,Neutral,3,40
2,Healthcare,Female,29,4,Neutral,5,30
5,IT,Female,31,9,Unsatisfied,4,37
4,Education,Female,25,5,Unsatisfied,5,36
5,Consulting,Male,54,1,Unsatisfied,8,90
3,Education,Female,47,3,Satisfied,1,60
5,Retail,Prefer not to say,31,4,Unsatisfied,9,55
3,Finance,Non-binary,53,3,Satisfied,1,58
2,Finance,Prefer not to say,31,3,Satisfied,1,49
2,Finance,Male,31,4,Neutral,4,30
3,Consulting,Non-binary,48,3,Neutral,4,30
5,Ed.,Female,42,4,Satisfied,4,59
3,Finance,Male,51,4,Satisfied,2,57
1,Finance,Non-binary,32,5,Satisfied,4,88
2,Manufacturing,Prefer not to say,53,5,Satisfied,3,47
5,Education,Male,78,2,Satisfied,2,55
5,Consulting,Prefer not to say,50,3,Neutral,8,42
3,IT,Female,55,3,Satisfied,2,55
5,IT,Prefer not to say,58,1,Neutral,1,23
3,Healthcare,Prefer not to say,27,5,Unsatisfied,1,34
5,Healthcare,Male,29,5,Neutral,5,75
1,Finan.,Non-binary,24,4,Unsatisfied,9,91
2,Education,Male,27,5,Neutral,5,42
3,IT,Prefer not to say,32,3,Satisfied,1,37
4,Finance,Male,25,5,Neutral,3,38
5,Consulting,Non-binary,35,3,Unsatisfied,2,41
3,Consulting,Male,38,4,Satisfied,2,53
1,Education,Male,50,8,Neutral,4,46
1,Educ.,Female,21,2,Satisfied,2,59
1,Ed.,Non-binary,28,4,Neutral,2,55
1,Retail,Prefer not to say,57,1,Unsatisfied,5,52
4,Finance,Prefer not to say,92,2,Neutral,1,30
5,Retail,Non-binary,43,2,Satisfied,5,44
4,Finance,Prefer not to say,51,2,Satisfied,5,90
1,Education,Prefer not to say,48,3,Neutral,1,58
3,Finance,Male,55,2,Unsatisfied,4,26
2,Manufacturing,Prefer not to say,38,8,Unsatisfied,1,49
3,Education,Male,55,3,Unsatisfied,3,41
5,IT,Prefer not to say,37,1,Satisfied,5,28
3,5BAm_Retail,Prefer not to say,44,1,Unsatisfied,3,29
5,Education,Female,49,8,Unsatisfied,4,57
3,Retail,Non-binary,25,3,Unsatisfied,4,51
5,Education,Prefer not to say,28,7,Satisfied,5,23
1,Healthcare,Non-binary,27,9,Unsatisfied,8,30
4,Finance,Female,56,3,Satisfied,2,36
4,Finance,Female,55,4,Unsatisfied,4,34
3,IT,Prefer not to say,37,3,Neutral,2,59
3,Consulting,Male,41,4,Neutral,4,27
2,IT,Male,55,5,Satisfied,2,86
2,Manufacturing,Female,36,3,Satisfied,3,50
4,Healthcare,Female,21,1,Satisfied,3,26
3,IT,Prefer not to say,80,2,Unsatisfied,4,22
4,Manufacturing,Male,38,10,Neutral,1,54
2,Consulting,Non-binary,91,1,Unsatisfied,1,48
5,Consulting,Female,20,4,Neutral,3,46
5,Manufacturing,Female,46,2,Neutral,8,25
4,i_Education,Female,59,10,Satisfied,1,56
1,Manufacturing,Prefer not to say,22,3,Neutral,3,25
3,Finance,Non-binary,83,5,Neutral,2,36
2,Education,Female,43,4,Satisfied,1,58
3,gIf_Consulting,Non-binary,35,3,Satisfied,5,59
2,Consulting,Non-binary,85,3,Satisfied,2,57
3,Consulting,Prefer not to say,40,1,Neutral,5,95
1,Finance,Female,25,4,Unsatisfied,3,23
4,Finance,Non-binary,49,3,Unsatisfied,5,31
3,Consul.,Non-binary,58,5,Neutral,5,30
1,IT,Female,58,4,Unsatisfied,5,25
4,Education,Prefer not to say,48,2,Satisfied,2,35
4,Retail,Prefer not to say,33,2,Unsatisfied,2,46
1,UIpw_Manufacturing,Non-binary,28,3,Neutral,4,93
3,Consulting,Prefer not to say,38,3,Unsatisfied,5,53
5,Finance,Prefer not to say,35,4,Neutral,3,57
3,IT,Non-binary,54,4,Neutral,2,48
4,Healthcare,Non-binary,26,4,Unsatisfied,4,38
1,Healthcare,Prefer not to say,44,5,Neutral,2,44
3,Education,Female,51,4,Satisfied,1,39
3,Manufacturing,Prefer not to say,31,1,Neutral,8,27
1,Manufacturing,Non-binary,51,5,Unsatisfied,3,40
3,Education,Male,46,5,Unsatisfied,1,57
4,Retail,Prefer not to say,42,2,Neutral,1,39
1,Finance,Female,32,5,Satisfied,3,39
4,Education,Male,49,5,Satisfied,2,52
2,Consulting,Non-binary,50,4,Satisfied,3,32
1,Retail,Male,59,3,Neutral,5,97
4,Retail,Female,29,3,Unsatisfied,2,30
2,Retail,Non-binary,24,4,Unsatisfied,3,51
4,IT,Non-binary,59,4,Unsatisfied,1,42
3,Retail,Male,20,3,Neutral,1,82
4,2A_IT,Prefer not to say,41,4,Satisfied,2,59
2,Finance,Female,41,2,Unsatisfied,1,58
5,Healthcare,Female,37,4,Neutral,1,31
5,Healthcare,Non-binary,36,5,Unsatisfied,1,58
4,Finance,Prefer not to say,58,2,Neutral,3,38
2,Healthcare,Non-binary,87,1,Unsatisfied,1,27
3,Retail,Male,32,3,Satisfied,1,42
3,Finance,Male,80,2,Satisfied,5,37
4,Consulting,Male,51,3,Neutral,4,75
4,Retail,Male,47,4,Unsatisfied,5,35
5,Education,Prefer not to say,21,1,Neutral,5,81
3,Finance,Male,39,10,Unsatisfied,1,42
1,Finance,Female,57,5,Satisfied,2,29
2,Education,Prefer not to say,27,3,Unsatisfied,2,48
4,Manufacturing,Non-binary,28,1,Satisfied,4,26
5,Retail,Prefer not to say,29,4,Unsatisfied,8,42
3,Education,Female,31,5,Neutral,3,54
3,Consulting,Female,42,5,Satisfied,2,50
3,Manufacturing,Male,43,1,Satisfied,5,59
5,Retail,Female,57,3,Satisfied,5,85
2,Consulting,Male,47,4,Satisfied,9,29
1,Retail,Prefer not to say,51,4,Unsatisfied,3,41
2,Finance,Male,26,8,Neutral,2,22
3,Consulting,Male,22,4,Neutral,1,31
2,Finance,Prefer not to say,52,8,Neutral,2,43
3,I.,Prefer not to say,88,3,Neutral,3,80
5,Consulting,Non-binary,20,3,Neutral,4,45
3,Healthcare,Non-binary,21,8,Satisfied,3,30
2,Retail,Male,55,5,Unsatisfied,2,48
1,Retail,Male,79,4,Neutral,2,22
5,Education,Female,90,1,Neutral,1,57
5,Finance,Male,45,1,Satisfied,5,59
5,Education,Male,31,9,Unsatisfied,2,52
3,Finance,Non-binary,53,2,Neutral,4,28
3,Consulting,Female,53,3,Satisfied,2,27
3,Education,Non-binary,52,3,Satisfied,3,26
4,IT,Male,40,1,Neutral,3,33
2,Manufacturing,Prefer not to say,54,3,Satisfied,3,22
1,Retail,Male,46,1,Neutral,1,31
5,Finance,Female,56,3,Satisfied,5,48
2,Manufacturing,Prefer not to say,44,3,Neutral,2,28
1,Manufa.,Female,26,5,Satisfied,1,38
2,Healthcare,Prefer not to say,40,1,Satisfied,2,56
3,Finance,Non-binary,42,2,Satisfied,5,42
1,Finance,Male,25,5,Satisfied,5,38
3,Finance,Non-binary,47,2,Unsatisfied,2,57
2,Retail,Male,32,9,Neutral,5,84
3,Consulting,Prefer not to say,90,5,Satisfied,5,95
3,IT,Non-binary,54,3,Unsatisfied,5,43
4,Education,Female,20,9,Unsatisfied,5,94
5,Consulting,Prefer not to say,55,4,Satisfied,3,37
