Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Age,Employee_ID,Social_Isolation_Rating,tenseness horizontal surface,Gender,Industry,Number_of_Virtual_Meetings,Work_Life_Balance_Rating
43,3,42,EMP1476,1,High,Female,Retail,2,3
43,1,24,EMP1477,2,Low,Female,Consulting,11,2
20,3,48,EMP1478,4,High,Female,Retail,4,1
55,3,47,EMP1479,1,Low,Male,Retail,11,3
44,2,54,EMP1480,2,High,Prefer not to say,IT,15,4
37,4,43,EMP1481,3,Low,Non-binary,Retail,15,3
59,1,29,EMP1482,2,High,Prefer not to say,Manufacturing,5,2
78,2,37,EMP1483,5,Low,Male,IT,11,3
57,5,39,EMP1484,2,Medium,Male,Manufacturing,2,3
51,5,46,EMP1485,4,Low,Female,Education,3,2
39,1,44,EMP1486,4,High,Male,Retail,12,3
56,1,36,EMP1487,3,Medium,Non-binary,4P_Healthcare,5,3
80,9,28,EMP1488,1,Medium,Non-binary,Finance,6,1
33,1,23,EMP1489,3,culture medium,Female,IT,10,1
47,9,60,EMP1490,5,High,Prefer not to say,Retail,6,5
42,8,55,EMP1491,2,Medium,Prefer not to say,dIX_IT,2,3
32,4,34,EMP1492,3,ZsZh_High,Male,Education,15,5
58,3,30,aAkp_EMP1493,8,R_High,Prefer not to say,Finance,4,5
46,1,26,EMP1494,3,Medium,Female,Education,5,1
29,1,44,EMP1495,5,Medium,Male,Retail,7,3
39,4,24,EMP1496,2,Medium,Prefer not to say,IT,6,1
24,9,59,EMP1.,2,Low,Male,Healthcare,8,4
93,5,60,EMP1498,3,High,Male,Consulting,0,3
37,3,32,E.,1,High,Female,Consulting,8,2
32,5,49,EMP1500,2,Medium,Prefer not to say,Consulting,13,4
49,3,36,EMP1501,5,High,Female,ir_IT,12,4
24,2,40,EMP1502,5,Low,Female,Manufacturing,7,5
20,2,49,EMP1503,4,Low,Non-binary,Finance,9,2
41,5,26,8_EMP1504,2,Low,Female,Consulting,4,3
27,5,49,EMP1505,5,High,Prefer not to say,Finance,0,5
43,5,60,EMP1506,10,High,Prefer not to say,Manufacturing,12,2
34,1,42,EMP1507,5,Medium,Male,IT,8,3
20,2,28,EMP1508,2,Low,Female,Consulting,8,5
49,2,45,EMP1509,1,3wN_Low,Prefer not to say,Finance,11,3
39,2,27,EMP1.,5,Low,Prefer not to say,Finance,1,3
56,10,44,EMP1511,4,Medium,Female,Healthcare,15,3
92,3,28,EMP1512,3,L.,Male,Retail,12,4
59,4,43,EMP1513,1,High,Male,Retail,15,4
33,3,24,EMP1514,2,Low,Non-binary,Manufacturing,6,5
42,2,53,EM.,8,Medium,Female,IT,13,3
22,2,41,EMP1516,5,Low,Prefer not to say,IT,4,1
42,1,59,EMP1517,2,Low,Male,IT,11,1
31,2,45,EMP1518,4,Low,Female,Healthcare,14,3
40,5,26,EMP1519,10,High,Non-binary,Fin.,9,3
20,1,52,EMP1520,2,High,Prefer not to say,Manufacturing,5,4
28,4,48,EMP1521,5,High,Prefer not to say,Consulting,1,3
77,1,22,EMP1522,2,Medium,Prefer not to say,IT,13,1
60,3,41,EMP1523,4,High,Non-binary,Manufacturing,11,1
58,4,50,EMP1524,4,High,Non-binary,Ret.,7,3
28,3,29,qmBI_EMP1525,5,High,Female,Finance,0,3
44,1,27,EMP1526,4,Low,Male,IT,14,2
50,8,43,EMP1527,4,Medium,Prefer not to say,Consulting,4,5
60,9,51,EMP1528,5,Medium,Non-binary,Fi.,1,4
53,3,47,EMP1529,8,High,Female,Finance,5,5
36,2,44,EMP1530,5,Low,Male,IT,7,4
24,3,44,EMP1531,4,High,Prefer not to say,Retail,0,3
25,3,43,EMP1532,5,High,Female,Retail,0,3
47,2,22,EMP1533,3,Medium,Female,Consulting,8,5
50,1,40,EMP1534,4,Low,Prefer not to say,Consulting,10,4
40,5,34,EMPI535,4,High,Non-binary,IT,11,5
39,4,59,EMP1536,2,Low,Female,Finance,11,1
87,3,26,EMP1537,5,High,Female,Consulting,12,4
44,4,40,EMP1538,3,High,Male,Manufacturing,9,3
33,5,47,EMP1539,4,High,Female,Retail,3,2
25,3,54,EMP1S40,5,High,Female,Healthcare,8,5
33,7,26,EMP1541,2,High,Male,IT,8,2
31,4,52,EMP1542,4,Low,Non-binary,Education,7,3
36,1,38,EMP1543,5,Low,Male,1YJp_Education,1,3
35,5,34,EMP1544,8,Medium,Non-binary,Consulting,9,2
24,2,39,EMP1545,4,Low,Prefer not to say,Finance,12,2
90,5,60,EMP1546,5,High,Non-binary,Manufacturing,7,3
30,5,24,EMP1547,3,High,Female,Retail,11,3
38,9,49,EMP1548,3,EB_High,Prefer not to say,Consulting,3,3
40,7,45,dac_EMP1549,3,Low,Non-binary,Consulting,5,1
40,1,28,EMP1550,4,Medium,Male,Retail,9,3
29,2,34,EMP1551,1,High,Female,IT,2,5
42,4,27,EMP1552,3,High,Non-binary,Manufacturing,11,1
50,2,35,EMP1553,2,Low,Female,Consulting,3,4
23,3,47,EMP15S4,2,Low,Prefer not to say,Retail,13,4
31,1,51,EMP1555,3,High,Prefer not to say,Retail,10,3
44,10,25,EMP1556,4,8_Low,Prefer not to say,IT,9,4
27,2,36,EMP1557,1,Low,Female,Retail,6,4
59,3,47,EMP15.,4,Medium,Female,Education,15,3
36,1,60,EMP1559,4,Medium,Male,IT,4,3
26,4,25,Xk_EMP1560,9,Medium,Female,Finance,8,4
32,1,26,EMP1561,1,low-toned,Female,Retail,9,3
23,3,55,EMP1562,7,Low,Male,Consulting,11,4
78,5,31,EMP1563,8,Low,Non-binary,Manufacturing,9,3
24,4,36,EMP1564,3,Medium,Male,Manufacturing,0,5
37,4,23,EMP1565,5,Low,Non-binary,Education,6,5
41,2,56,EMP1566,1,High,Male,Education,15,1
42,5,36,EMP1567,3,Medium,Non-binary,Finance,9,2
34,5,33,EMP1568,4,Medium,Female,Manufacturing,9,3
54,5,50,EMPI569,3,Low,Prefer not to say,Manufacturing,8,2
29,3,29,EMP1570,5,Medium,Prefer not to say,Education,8,2
58,2,55,EMP1571,10,High,Non-binary,Finance,14,1
57,1,34,GB_EMP1572,1,High,Non-binary,Consult.,6,5
87,4,48,EMP1573,3,Low,Non-binary,Finance,3,3
50,3,51,EMP1574,1,Low,Female,E_Retail,5,1
42,5,31,EMP1575,1,Medium,Non-binary,Finance,4,4
35,4,22,EMP1576,2,Low,Prefer not to say,Man.,2,1
54,5,23,EMP1577,3,Low,Male,Finance,10,5
83,3,55,EMP1578,3,High,Prefer not to say,Consulting,8,2
26,5,52,EMP1579,3,High,Prefer not to say,IT,12,4
55,4,47,EMP1580,8,Medium,Prefer not to say,education department,14,4
23,3,46,EMP1581,5,High,Male,Finance,8,1
43,1,28,EMP1582,2,High,Non-binary,Consul.,10,2
44,5,57,EMP1583,4,Medium,Prefer not to say,Reta.,13,3
36,2,26,EMP1584,2,Low,Female,Healthcare,9,5
59,4,39,EMP1S85,3,Medium,Non-binary,1T,15,1
24,5,54,EMP1586,5,Medium,Non-binary,Manufacturing,2,2
40,5,25,EMP1587,2,High,Prefer not to say,education department,6,2
30,3,40,EMP1588,3,High,Prefer not to say,Manufacturing,0,1
51,5,56,EMP1589,4,High,Non-binary,Retail,9,1
37,4,32,EMP1590,2,oiym_High,Female,Consulting,10,5
88,5,34,EMP1591,4,Low,Non-binary,Education,11,4
27,4,57,EMP1592,8,High,Male,Education,4,1
35,3,54,EMP1593,5,culture medium,Prefer not to say,Consulting,13,1
58,5,29,EMP1594,7,Medium,Non-binary,IT,15,1
22,3,45,EMP1595,4,High,Prefer not to say,Education,0,1
59,3,40,EMP1596,2,Medi.,Male,IT,9,5
22,3,42,EMP1597,5,Low,Non-binary,Manufacturing,8,3
43,2,40,EMP1598,1,High,Prefer not to say,Finance,12,2
57,5,46,EMP1599,3,High,Female,Healthcare,0,5
56,5,26,EMP1600,4,Low,Prefer not to say,IT,1,4
45,10,33,EMP1601,2,Medium,Female,Finance,4,5
40,3,38,EMP1602,3,High,Male,IT,6,3
56,4,57,EMP1603,5,Low,Prefer not to say,Education,11,1
45,3,37,EMP1604,5,Medium,Male,Healthcare,7,1
78,1,37,EMP1605,5,Low,Female,Education,12,5
47,9,24,EMP1606,4,High,Prefer not to say,Finance,9,3
59,4,39,EMP1607,3,High,Prefer not to say,Finance,7,1
27,3,23,EMP1608,8,Low,Female,Education,0,2
22,5,55,EM.,5,High,Prefer not to say,Manufacturing,2,5
23,4,53,EMP1610,2,Medium,Non-binary,Manufacturing,13,3
94,9,37,EMP1611,5,Medium,Male,9_Manufacturing,5,4
40,2,29,EMP1612,1,High,Non-binary,IT,14,5
78,4,51,EMP1613,1,Medium,Prefer not to say,Education,1,2
41,1,38,EMP1614,1,Low,Prefer not to say,Retail,5,3
41,8,22,EMP1615,5,High,Male,Healthcare,7,4
26,5,51,EMP1616,4,Low,Prefer not to say,s_IT,13,5
50,9,32,EMP1617,2,High,Male,Finance,2,1
26,3,24,EMP1618,4,High,Male,Finance,2,4
29,5,39,EMP1619,9,Low,Prefer not to say,Finance,12,5
28,4,34,EMP1620,3,Medi.,Non-binary,Healthcare,4,1
22,5,47,EMP1621,3,9n_High,Male,Manufacturing,8,3
52,4,44,EMP1622,5,Low,Female,Finance,12,5
51,3,35,EMP1623,5,High,Non-binary,Finance,0,2
24,4,41,EMP1624,2,High,Female,Healthcare,2,2
41,4,34,EMP1625,1,Lo.,Non-binary,Retail,6,2
37,3,57,EMP1626,5,Medium,Male,Education,11,4
53,5,31,EMP1627,8,Medium,Prefer not to say,Qm_Consulting,1,4
29,2,41,EMP1.,3,Medium,Prefer not to say,Healthcare,6,4
49,5,37,EMP1629,3,High,Male,Retail,9,2
54,3,38,EMP1630,5,Low,Prefer not to say,Consulting,15,5
21,9,53,EMP1631,1,Low,Prefer not to say,Manufacturing,1,4
20,2,50,EMP1632,5,high-topped,Male,Finance,2,3
25,2,30,EMP1633,7,Medium,Male,Manufacturing,2,4
86,10,50,EMP1634,9,Low,Non-binary,Retail,2,5
51,4,55,EMP.,5,Low,Male,Consulting,2,4
59,3,35,tTm_EMP1636,4,Low,Male,Ma.,11,3
21,4,53,EMP1637,2,Medium,Prefer not to say,Manufacturing,5,3
34,3,49,EMP1638,1,Low,Prefer not to say,IT,3,3
82,3,34,EMP1639,4,Medium,Male,Retail,9,4
32,3,44,EMP1640,4,Medium,Non-binary,Consulting,4,3
25,2,58,EMP1641,1,Medium,Prefer not to say,Finance,12,3
51,1,28,EMP1642,1,High,Prefer not to say,Retail,10,1
31,4,46,EMP1643,9,High,Female,Consulting,6,1
94,5,50,EMP1644,3,High,Female,Manufacturing,11,5
54,5,39,EM.,2,Low,Male,Manufacturing,8,3
53,1,37,EMP1646,9,High,Non-binary,Retail,5,1
60,4,60,EMP1647,1,Low,Male,IT,15,1
47,3,58,EMP1648,3,Low,Male,Finance,13,5
55,2,47,EMP16.,2,Medium,Non-binary,Cons.,9,3
37,3,49,EMP1650,1,Low,Female,Retail,3,2
42,4,58,EMP1651,9,High,Male,IT,14,1
40,3,47,EMP1652,8,Low,Female,IT,3,1
21,1,30,EMP1653,7,Low,Non-binary,Education,6,4
38,3,25,Qk_EMP1654,3,Low,Female,1C5j_Consulting,8,5
20,2,35,EMP1655,8,High,Prefer not to say,Manufacturing,0,3
44,4,53,EMP1656,5,High,Non-binary,Retail,6,3
24,5,32,EMP1657,5,Medium,Female,Consulting,9,4
48,9,37,EMP1658,1,Medium,Male,Consulting,14,1
60,5,40,EMP1659,5,Low,Prefer not to say,IT,6,3
26,3,40,EMP1660,2,Low,Male,UH3_IT,3,3
24,3,58,EMP1661,5,High,Female,IT,13,3
41,3,47,EMP1662,1,Low,Male,Healthcare,14,3
82,5,57,EMP1663,3,Medium,Male,IT,6,2
38,1,38,EMP1664,1,Low,Non-binary,Education,4,4
41,3,39,EMP1665,2,Low,Female,IT,14,4
20,2,37,EMP1666,5,High,Female,Finance,9,4
83,2,41,EMP1667,5,Medium,Female,Retail,4,3
22,1,34,EMP1668,5,Medium,Female,IT,1,1
24,4,28,EMP1669,9,Medium,Prefer not to say,Education,11,5
50,2,30,EMP1670,2,Low,Prefer not to say,IT,2,3
75,5,37,EMP1671,9,Low,Prefer not to say,Healthcare,2,3
35,2,46,EMP1672,1,High,Non-binary,Education,7,5
96,2,38,EMP1673,2,High,Male,Manufacturing,8,4
50,1,58,EMP1674,2,High,Male,Retail,10,4
51,8,37,EMP1675,5,High,Non-binary,Manufacturing,15,4
52,4,44,EMP1676,4,Low,Non-binary,Consulting,2,2
42,4,45,EMP1677,1,Medium,Male,Healthcare,14,4
23,4,41,EMP1678,2,High,Non-binary,Manufacturing,15,1
26,2,45,EMP1679,4,Medium,Male,Education,12,5
44,5,43,EMP1680,1,High,Female,Consulting,15,1
44,4,37,EMP1681,9,High,Prefer not to say,Healthcare,7,4
56,1,35,EMP1682,2,Low,Non-binary,Manufacturing,11,5
21,3,37,EMP1683,10,Low,Non-binary,Finance,3,2
29,4,52,EMP1684,4,Low,Non-binary,Healthcare,4,5
23,8,47,EMP1685,1,Hi.,Male,Re.,9,3
34,4,44,EMP1686,5,Medium,Prefer not to say,Healthcare,4,5
55,2,43,EMP1687,4,High,Female,Healthcare,7,1
51,1,41,EMP1688,5,Medium,Female,Ed.,12,2
53,2,60,EMP1689,3,High,Prefer not to say,manufacture,10,3
53,4,51,EMP1690,1,Medium,Prefer not to say,Manufacturing,7,5
44,1,35,EMP1691,5,Medium,Female,IT,0,4
33,5,53,EMP1692,5,Medium,Non-binary,Retail,5,3
34,2,50,EMP1693,10,Medium,Prefer not to say,IT,4,5
97,1,23,E.,5,Low,Female,Manufacturing,15,5
29,2,36,EMP1695,3,Low,Female,Retail,5,1
38,2,57,EMP1696,4,High,Prefer not to say,IT,13,1
41,5,57,EMP1697,4,High,Female,Healthcare,0,4
33,10,31,EMP1698,3,High,Prefer not to say,Retail,4,3
44,7,43,EMP1699,2,Low,Non-binary,Finance,11,4
38,5,41,EMP1700,5,L.,Non-binary,Healthcare,1,5
43,5,24,EMP1701,4,Medium,Male,HM_Retail,1,3
41,3,50,EMP1702,1,Low,Female,Manufacturing,15,2
50,4,46,EMP1703,3,Low,Male,Healthcare,2,4
47,10,56,EMP1704,1,Hi.,Non-binary,Manufacturing,15,2
36,4,34,EMP1705,5,High,Prefer not to say,Manufacturing,15,3
41,5,47,EMP1706,9,High,Non-binary,Re.,8,3
52,2,27,EMP1707,4,High,Female,IT,7,4
32,8,51,EMP1708,5,Medium,Non-binary,Consulting,4,1
40,5,27,EMP1709,4,High,Prefer not to say,IT,6,5
23,4,45,EMP1710,2,Medium,Prefer not to say,Healthcare,14,1
50,3,54,EMP1711,5,Low,Female,Healthcare,6,2
87,4,45,EMP1712,4,High,Male,Consulting,13,5
25,4,38,EMP1713,3,Low,Female,Manufacturing,0,3
59,3,33,EMP1714,4,Medium,Female,Healthcare,4,1
98,4,34,EMPI715,3,High,Female,Healthcare,5,4
36,2,40,EMP1716,8,Low,Prefer not to say,Manufacturing,0,4
36,1,54,EMP1717,9,High,Female,Healthcare,3,1
91,10,53,EMP1718,5,High,Non-binary,Healthcare,3,1
60,3,56,EMP1719,4,Low,Male,Healthcare,10,5
32,3,47,EMP1720,3,Low,Male,IT,14,2
39,2,39,EMP1721,4,High,Non-binary,Finance,6,4
35,5,31,G_EMP1722,2,Low,Female,Finance,3,4
42,1,22,EMP1723,4,Me.,Female,Finance,8,3
21,4,42,EMP1724,5,High,Male,Consulting,13,3
81,4,55,EMP1725,5,Medium,Prefer not to say,Retail,10,5
82,4,32,EMP1726,2,High,Prefer not to say,IT,12,3
42,1,34,EMP1727,2,High,Prefer not to say,Consulting,7,3
53,3,29,EMP1728,4,Medium,Male,Healthcare,1,4
56,2,59,EMP1729,2,High,Non-binary,IT,13,3
28,5,48,EMP1730,3,High,Prefer not to say,Education,3,1
34,1,45,EMP1731,5,Hig.,Male,Healthcare,13,5
24,8,38,EMP1732,4,Low,Female,Manufacturing,12,4
54,8,55,fam9_EMP1733,1,Medium,Non-binary,Finance,3,5
35,2,24,EMP.,5,High,Male,Retail,10,1
44,5,29,EMP1735,5,Low,Male,Education,7,2
31,4,42,EMP1736,4,Lo.,Prefer not to say,Finance,10,3
54,1,23,EMP1737,5,Low,Prefer not to say,Finance,14,3
25,5,48,EMP1738,5,Low,Male,Fin.,8,5
54,2,31,EMP1739,3,M.,Non-binary,Healthcare,0,3
33,5,33,EMP1740,2,High,Non-binary,Education,9,4
42,4,53,EMP1741,2,High,Prefer not to say,IT,6,3
28,8,52,EMP1.,1,Low,Male,Healthcare,13,3
80,2,26,EMP1743,4,Medium,Non-binary,Retail,10,4
29,2,25,EMP1744,4,Low,Non-binary,Finance,0,3
59,4,59,EMP1745,2,Medium,Prefer not to say,Manufacturing,7,2
82,2,45,EMP1746,5,High,Female,Consulting,2,1
94,9,24,EMP1747,2,Low,Non-binary,Retail,9,5
56,1,26,EMP1748,2,Low,Non-binary,Manufacturing,7,5
45,5,36,EMP1749,4,Low,Male,Finance,1,4
91,3,38,EMP1750,1,High,Prefer not to say,IT,3,2
21,3,38,EMP1751,5,High,Male,Retail,7,1
30,5,50,EMP1752,3,High,Non-binary,Education,6,2
30,3,58,EMP1753,2,Medium,Non-binary,Healthcare,12,5
49,2,43,EMP17S4,4,High,Male,Healthcare,10,4
32,4,55,EMP1755,5,Medium,Female,Consulting,13,2
25,1,24,EMP1756,4,High,Female,Retail,15,2
41,4,57,EMP1757,2,kroN_Medium,Male,O5v_Healthcare,10,5
28,2,36,EMP1758,5,Low,Prefer not to say,Consulting,0,3
30,5,34,EMP1759,3,High,Female,Finance,8,4
88,5,24,z36_EMP1760,2,Medium,Female,Consulting,15,2
53,9,24,EMP1761,9,Low,Female,Manufacturing,3,4
60,5,24,EMP1762,5,7TU7_Medium,Prefer not to say,IT,6,2
22,1,57,EMP1763,1,High,Non-binary,Education,7,5
43,3,39,EMP1764,3,High,Non-binary,Finance,7,1
60,3,40,EMP1765,4,Medium,Female,Healthcare,9,4
36,1,37,EMP1766,3,High,Male,Finance,15,1
27,3,23,EMP1767,2,Lo.,Prefer not to say,Finance,8,1
59,3,44,EMP1768,7,Low,Non-binary,IT,5,3
41,5,46,EMPI769,2,Low,Male,IT,12,3
26,4,32,EMP1770,5,Medium,Male,Retail,0,4
55,1,40,EMP1771,1,Medium,Prefer not to say,eU_Manufacturing,7,3
40,4,24,EMP1772,8,High,Non-binary,Education,0,4
84,10,58,EMP1773,4,Medium,Female,IT,11,4
28,3,33,EMP1774,1,l_Medium,Male,Retail,14,5
36,2,49,EMP1775,5,r_High,Non-binary,Manufacturing,9,5
24,1,60,EMP1776,5,Low,Prefer not to say,Manufacturing,4,5
35,4,44,EMP1777,2,High,Male,Education,10,5
30,4,44,EMP1778,2,low-toned,Male,Education,1,5
23,2,52,EMP1779,4,Medium,Prefer not to say,Finance,10,3
48,1,39,E.,5,Low,Female,Retail,6,3
28,5,23,EMP1781,7,Low,Male,Consulting,11,1
38,7,38,EMP1782,3,Low,Non-binary,Education,13,1
42,1,44,EMP1783,5,Hig.,Female,Finance,2,4
95,9,36,EMP1784,3,High,Non-binary,Education,5,5
25,3,28,EMP1785,2,High,Prefer not to say,Finance,2,3
32,2,28,EMP1786,3,Medium,Female,Finance,15,4
47,2,38,EMP1787,7,Medium,Male,Healthcare,4,4
42,5,41,EMP.,5,Medium,Non-binary,Healthcare,8,1
27,5,25,EMP1789,5,Qc_Low,Non-binary,Consulting,14,1
25,5,37,EMP1790,5,Low,Female,Retail,7,1
41,1,39,N_EMP1791,2,Medium,Female,education department,9,2
33,1,39,EMP1792,1,Medium,Prefer not to say,Manufacturing,12,3
92,5,25,EMP1793,4,High,Female,jZ_IT,11,4
34,1,56,EMP1794,1,Low,Prefer not to say,Finance,3,3
49,5,50,e_EMP1795,5,High,Non-binary,Healthcare,12,2
87,3,34,EMP1796,1,High,Female,Manufacturing,2,1
53,10,34,EMP1797,3,Low,Non-binary,Retail,14,1
36,1,41,EMP1798,7,High,Prefer not to say,Education,13,4
20,3,49,EMP1799,5,Medium,Non-binary,Consulting,4,1
31,3,58,EMP1800,4,Low,Male,Education,10,2
34,4,51,EMP1801,3,Low,Non-binary,Consulting,12,3
20,5,43,EMP180Z,5,Medium,Prefer not to say,Manufacturing,4,2
28,1,43,EMP1803,9,Medium,Male,Finance,12,3
54,1,55,EMP1804,2,Low,Female,Education,15,3
25,10,35,EMP1805,1,Low,Female,Manufacturing,1,1
23,1,52,EMP1806,2,High,Non-binary,Consulting,5,3
48,5,58,EMP1807,1,High,Male,IT,11,5
26,4,22,EMP1808,4,High,Prefer not to say,Healthcare,7,4
54,10,48,EMP1809,3,o5aL_Low,Male,Consulting,8,2
55,1,47,EMP1810,3,Medium,Prefer not to say,Healthcare,15,2
54,3,47,EMP1811,5,Medium,Prefer not to say,Healthcare,6,4
55,3,25,EMP1812,4,Low,Prefer not to say,Iu_Consulting,13,2
38,2,41,EMP1813,4,High,Male,Consulting,14,1
50,1,59,EMP1814,10,High,Male,Finance,11,2
41,5,53,EMP1815,4,Low,Male,IT,7,2
41,5,49,EMP1816,4,Medium,Female,Education,0,2
27,3,38,EMP1817,5,High,Male,Healthcare,15,3
59,3,35,EMP1818,1,Low,Prefer not to say,Education,8,1
54,4,51,EMP1819,5,High,Female,Consulting,3,4
94,2,50,6Kha_EMP1820,4,Low,Prefer not to say,Finance,5,3
24,4,22,EMP1821,3,Low,Non-binary,Healthcare,13,4
29,1,49,EMP1822,3,Medium,Non-binary,R.,5,2
46,3,29,EMP1823,2,High,Non-binary,Healthcare,1,4
45,5,37,EMP1824,3,Medium,Male,Education,2,5
30,3,36,EMP1825,1,High,Female,Education,12,2
39,4,32,EMP1.,1,Medium,Non-binary,IT,9,2
43,4,54,EMP1827,3,Med.,Prefer not to say,IT,1,1
35,1,45,EMP18.,7,High,Non-binary,Manufacturing,10,1
91,3,59,EMP1829,4,Low,Male,Hf_IT,4,3
33,3,47,EMP1830,4,High,Female,Consulting,2,4
84,5,27,EMP1831,3,Medium,Female,Finance,14,3
47,4,25,EMP1832,4,Medium,Non-binary,Manufacturing,15,2
30,3,29,EMP1833,3,High,Female,Consulting,9,2
23,5,48,EMP1834,5,Low,Prefer not to say,Healthc.,15,2
52,3,39,EMP1835,4,High,Non-binary,jKn_Retail,15,5
27,4,46,EMP1836,7,High,Female,Healthcare,14,1
28,3,52,EMP1837,1,Low,Prefer not to say,Healthcare,9,5
87,2,29,EMP1838,5,Low,Non-binary,Consulting,3,3
21,5,44,EMP1839,2,Low,Prefer not to say,Consulting,3,3
59,3,44,EMP1840,1,Medium,Prefer not to say,Healthcare,3,4
24,2,42,EMP184I,4,Low,Male,Manufacturing,2,4
33,2,60,EMP1842,5,High,Female,Consulting,11,4
41,8,29,EMP1843,8,Medium,Female,Education,9,5
45,4,53,EMP1844,10,Low,Male,Finance,11,2
22,5,27,EMP1845,4,Low,Male,Consulting,3,4
34,5,40,EMP1846,2,low-toned,Non-binary,Manufacturing,3,3
52,5,26,EMP1B47,5,Hig.,Prefer not to say,Consulting,2,2
21,5,34,EMP1848,4,High,Male,Consulting,1,5
51,2,28,EMP1849,2,Low,Non-binary,Consulting,12,1
47,4,50,EMP1850,4,Low,Non-binary,Healthcare,14,3
36,3,51,EMP1851,8,Low,Male,Consulting,0,3
31,3,57,EMP1852,4,Medium,Non-binary,Finance,11,3
27,4,32,EMP1853,5,Medium,Prefer not to say,Healthcare,4,2
42,1,50,EMP1854,3,Low,Female,Manufacturing,5,1
57,2,39,EMP1855,2,Medium,Male,Consulting,5,4
22,4,32,EMP1856,2,Medium,Male,Consulting,2,2
86,5,44,EMP1857,2,Medium,Male,Retail,3,5
98,3,31,EMP1858,4,Low,Prefer not to say,IT,6,3
86,4,33,EMP1859,3,Medium,Female,Education,10,5
37,8,28,EMP1860,2,Medium,Female,Manufacturing,13,2
45,1,32,EMP1B61,5,Low,Male,Healthcare,5,2
35,4,51,EMP1862,1,High,Non-binary,Manufacturing,13,5
43,3,29,EMP1863,1,Medium,Male,Education,3,5
57,3,47,EMP1864,1,Medium,Prefer not to say,Retail,14,2
28,3,47,EMP1865,1,Low,Male,Consulting,12,1
23,3,42,EMP1866,5,Medium,Male,Finance,11,2
22,2,38,EMP1867,2,High,Female,Consulting,14,4
93,4,35,EMP1868,5,Medium,Male,Education,2,2
58,2,37,EMP.,2,Medium,Non-binary,Fin.,0,1
82,3,29,EMP1870,2,Low,Male,Finance,5,4
29,1,28,EMP1871,8,High,Prefer not to say,Finance,15,5
77,2,51,EMP1872,2,High,Male,Manufacturing,1,4
29,3,60,EMP1873,4,High,Female,Healthcare,12,2
46,2,39,EMP1874,5,Medium,Non-binary,IT,8,2
37,3,36,EMP1875,4,High,Male,Healthcare,13,4
31,4,39,EMP1876,1,low-toned,Female,Healthcare,11,5
54,1,37,EMP1877,4,Medium,Male,Healthcare,7,5
34,3,45,EMP1878,5,Medium,Non-binary,Consulting,5,5
55,5,25,EMP1879,2,Medium,Male,Healthcare,0,2
22,5,43,EMP1880,1,High,Prefer not to say,manufacture,3,2
45,2,38,EMP1881,1,High,Non-binary,IT,8,3
41,4,26,EMP1882,1,High,Male,Z_Manufacturing,8,3
48,3,50,EMP1883,4,Low,Non-binary,Retail,14,2
51,4,46,EMP1884,2,Medium,Female,IT,11,3
88,2,24,EMP1885,5,High,Male,IT,15,5
59,3,56,EMP1886,4,Medium,Prefer not to say,Healthcare,14,5
23,5,44,EMP1887,1,Medium,Non-binary,Manufacturing,6,5
56,3,45,EMP1888,2,Medium,Female,IT,7,1
60,2,49,EMP1889,4,Medium,Prefer not to say,Manufacturing,8,2
42,5,52,EMP1890,9,Low,Non-binary,Manufacturing,15,5
45,4,48,EMP1891,2,High,Prefer not to say,Finance,13,3
47,5,38,EMP1892,5,Low,Male,IT,7,1
60,9,57,EMP1893,3,2seM_Low,Male,Education,3,3
55,5,31,EMP1894,5,High,Non-binary,QT9I_Healthcare,13,4
21,5,32,EMP1895,2,Low,Female,Manufacturing,3,5
29,4,40,E.,4,Low,Female,IT,6,4
45,3,56,EMP1897,5,Low,Female,Consulting,11,2
23,4,50,EMP1898,2,Medium,Prefer not to say,Consulting,4,2
26,4,52,EMP1899,3,Low,Male,IT,13,1
25,2,49,EMP1900,5,Medium,Female,Manufacturing,11,4
30,1,27,bXva_EMP1901,8,Medium,Female,Consulting,5,4
22,3,31,EMP1902,4,High,Non-binary,Healthcare,6,3
46,5,47,EMP1903,10,High,Non-binary,Finance,4,5
84,3,24,EMP1904,4,Low,Male,Healthcare,11,2
42,1,49,EMP1905,3,Medium,Female,Education,4,2
49,4,45,EMP1906,2,Low,Female,Retail,12,5
49,1,53,EMP1907,9,High,Prefer not to say,Manufacturing,5,5
37,5,60,EMP1908,2,High,Male,Healthcare,8,1
21,4,30,EMP1909,4,Low,Female,IT,0,3
33,4,47,EMP1910,2,Low,Female,Finance,10,1
30,5,45,EMP1911,1,High,Male,Consu.,2,3
97,3,39,EMP191Z,2,Medium,Female,Healthcare,9,2
50,3,49,EMP1913,10,Low,Male,Manufacturing,1,2
38,4,55,EMP1914,2,Low,Non-binary,k_Consulting,8,2
53,5,59,EMP1915,5,Medium,Male,Education,3,2
54,3,55,EMP1916,4,Low,Non-binary,Education,1,5
29,2,40,EMP1917,2,T_High,Male,Healthcare,3,3
24,1,57,EMP1918,3,Medium,Female,Finance,7,5
59,1,23,EMP1919,3,High,Prefer not to say,Healthcare,14,1
97,2,53,EMP1920,5,Low,Male,Retail,15,2
55,2,42,EMP1921,1,High,Prefer not to say,Consulting,6,2
33,2,33,EMP1922,3,Low,Male,Manufacturing,10,3
37,7,33,EMP1923,2,Low,Male,IT,15,2
