keep company financial backing  remote control do work,DHIHOrvRCC,Stress_Level,Sleep_Quality,Hours_Worked_Per_Week,Age,Social_Isolation_Rating,Years_of_Experience,Job_Role,1f,Access_to_Mental_Health_Resources,Physical_Activity,do work situating
2,South America,Low,Poor,23,35,2,20,Data Scientist,Finance,Yes,Weekly,Hybrid
3,North America,High,Poor,43,57,4,12,Designer,Consulting,Yes,Weekly,Onzite
1,South America,Medium,Poor,28,54,3,22,Marketing,Consulting,Yes,None,Hybryd
10,South America,Low,Good,22,52,2,20,Sales,Retail,No,Weekly,Hybr.
5,Africa,Medium,Average,58,51,4,28,Project Manager,Education,Yes,None,Onsite
3,South America,Low,Average,39,33,2,21,Marketing,Consulting,No,None,Hybrid
5,South America,Medium,Good,49,53,2,11,Data Scientist,Haalthcare,No,Daily,Onsite
1,Africa,Medium,Poor,39,39,4,26,Sales,Education,Yes,Daily,Onsite
1,Africa,Medium,Poor,39,56,3,22,Designer,Healthcare,No,Weekly,Hybrid
4,South America,High,Average,36,26,2,30,Data Scientist,Heapthcard,No,None,Hybrid
3,North America,Low,Average,22,52,2,28,Marketing,IT,No,Weekly,Hybrid
5,Oceania,High,Good,53,47,3,13,Designer,Retail,No,None,Ramote
3,Oceania,High,Average,26,59,4,33,Designer,Retail,Yes,None,Remote
0,Europe,High,Average,24,27,4,3,HR,Education,Yes,None,Onsite
9,Europe,High,Good,47,23,4,17,Data Scientist,Retail,Yes,None,Hibrid
2,Europe,Medium,Poor,43,22,2,24,Marketing,Co.,Yes,Weekly,Onside
4,North America,Low,Average,56,22,1,7,Sales,Education,Yes,Daily,Onsite
1,Asia,Low,Poor,52,28,1,5,Marketing,Finsnce,Yes,Weekly,Pnslte
5,North America,Low,Average,35,36,1,22,Designer,Redail,No,Weekly,Hybrid
8,Africa,Low,Good,36,52,1,1,Marketing,YT,Yes,Weekly,Re.
3,South America,High,Good,25,57,2,35,Project Manager,Healthcare,Yes,Daily,Remote
3,North America,High,Average,54,59,1,19,Marketing,IT,No,None,Hybrid
5,Europe,Medium,Good,52,22,1,24,HR,,Yes,Daily,Onsite
1,Asia,High,Poor,23,49,1,26,Sales,Retail,Yes,None,Remote
1,Europe,Low,Average,57,42,4,2,HR,Manufacturing,No,None,Knsite
4,Africa,Medium,Good,50,35,5,33,Designer,R.,No,Daily,Hybrid
1,South America,High,Poor,59,60,4,30,Sales,Retw9l,Yes,Daily,Hybrid
2,Asia,Medium,Average,30,22,4,31,Designer,Finanke,Yes,Daily,Remote
4,Africa,Low,Good,20,30,1,25,Marketing,Consulting,Yes,Weekly,Hybrid
4,Europe,Low,Average,51,57,5,6,Software Engineer,Education,No,None,Remote
5,North America,High,Good,58,50,1,10,Project Manager,Healthcere,Yes,Daily,Hybrid
10,Africa,High,Average,36,26,4,11,HR,Healthcare,No,Weekly,Onsite
3,North America,High,Poor,33,49,1,7,Marketing,Consulting,No,Weekly,Hybrid
8,Oceania,Low,Average,58,48,4,24,Marketing,Consulting,No,Daily,0nsite
4,South America,High,Average,27,48,4,6,Data Scientist,Healthcare,No,Daily,Remote
2,Asia,Low,Poor,45,58,3,10,HR,IT,Yes,Weekly,Remote
9,North America,Low,Good,58,59,2,17,Sales,Manufacturing,No,Weekly,Hgbrid
4,Oceania,Low,Good,37,28,1,7,Marketing,Financa,Yes,None,Onsi5e
3,Asia,Medium,Poor,59,34,4,18,Data Scientist,Retail,No,None,Remote
1,South America,Low,Average,35,42,2,30,HR,9T,Yes,Daily,Onsi.
4,South America,High,Average,31,34,1,13,Sales,,No,Weekly,Remote
2,Oceania,High,Good,44,56,3,7,Designer,Retail,No,Weekly,Onsite
5,North America,Medium,Average,42,28,3,15,Software Engineer,,Yes,Daily,Onsite
5,South America,Medium,Poor,27,53,2,3,HR,Consultinj,No,Daily,Onsite
2,South America,High,Poor,39,60,5,28,Designer,Healthcare,Yes,Weekly,Hjbrid
2,North America,Medium,Good,45,31,3,3,Software Engineer,Healthcare,No,None,Remo.
4,North America,Medium,Good,59,22,4,20,Project Manager,Retail,No,None,Onsite
10,Asia,Low,Poor,42,31,3,27,Marketing,Manufacturing,Yes,None,Remote
3,Africa,High,Average,55,40,4,11,HR,Retail,Yes,Weekly,Hibrid
4,South America,Low,Poor,41,54,2,14,Data Scientist,IT,No,Weekly,Onsite
3,Africa,Medium,Average,37,35,4,7,Sales,Consulting,Yes,None,Onsite
8,North America,Low,Poor,30,48,5,18,Project Manager,Manuf.,Yes,None,Remote
4,Europe,Medium,Poor,58,38,5,28,HR,Education,Yes,None,Onsite
3,South America,Medium,Good,36,56,4,9,Designer,Finance,No,None,Hybrid
1,Oceania,Medium,Poor,41,24,4,15,Designer,Healthcare,No,None,Remote
1,Oceania,Medium,Good,29,30,4,31,HR,Finance,No,None,Remote
3,Asia,High,Good,31,28,5,25,Software Engineer,Health.,No,None,Hybrid
4,Oceania,High,Good,39,27,2,24,Data Scientist,Retail,Yes,None,Remote
4,Oceania,High,Good,33,23,4,35,Sales,IT,No,None,Onsite
4,Europe,Low,Average,45,48,2,21,Sales,Retayl,Yes,None,Onside
5,Asia,Medium,Average,39,56,2,23,Marketing,Healthcare,No,Daily,Onsite
2,North America,High,Good,40,38,4,22,Marketing,Finance,No,Weekly,
4,Asia,Low,Poor,49,57,2,10,HR,IT,No,None,Hybrid
4,Africa,Medium,Good,49,23,2,5,Project Manager,Finance,Yes,Weekly,H.
1,Europe,Medium,Good,53,36,1,21,Sales,IT,No,Weekly,Femote
5,North America,High,Good,23,52,4,35,HR,Educxtion,Yes,Daily,Remote
9,Europe,High,Good,34,30,1,25,Software Engineer,Finance,No,Daily,
8,Oceania,Low,Poor,55,51,3,19,Software Engineer,ID,No,Daily,Remote
4,South America,Medium,Good,44,39,4,30,Data Scientist,Finance,No,None,Rem.
2,Africa,Low,Poor,54,46,2,31,Sales,Finance,No,Weekly,O.
5,Oceania,Medium,Poor,29,44,5,33,Data Scientist,Finance,Yes,None,Remote
2,Asia,Medium,Good,32,22,4,33,Designer,Consulting,Yes,Daily,Remode
8,Europe,Low,Good,45,38,4,18,Marketing,IT,No,Daily,
5,Europe,High,Poor,59,26,3,23,Software Engineer,Education,No,None,Hyprid
9,Asia,High,Poor,35,48,4,20,Designer,Reta.,Yes,None,Hybrit
4,Asia,High,Good,36,49,3,13,Project Manager,,No,Weekly,Remote
8,Oceania,High,Poor,29,32,5,23,Software Engineer,,No,None,Hybruc
7,North America,Medium,Good,43,32,2,34,Project Manager,Healthcare,No,None,Onsite
3,Asia,High,Poor,49,57,2,4,Sales,Finance,Yes,Weekly,Onsite
2,South America,Medium,Average,52,35,2,14,Data Scientist,Education,No,None,Onsite
4,South America,Low,Good,54,53,2,21,Project Manager,Consulting,No,Daily,Hybrid
3,South America,Medium,Poor,33,41,3,3,Project Manager,Finance,Yes,None,Hybrid
4,Europe,Medium,Average,31,46,3,27,Software Engineer,Rftail,Yes,Weekly,Remo.
3,Africa,Medium,Average,45,30,1,33,Project Manager,Ewucation,Yes,Daily,Remote
4,Europe,Low,Good,52,51,4,17,Project Manager,Healthcare,No,None,Remote
1,Asia,High,Good,41,48,4,26,Marketing,Consulting,Yes,Weekly,Hyb.
4,Africa,Low,Poor,54,56,3,27,Marketing,Consulting,No,None,Hybrid
2,Africa,Medium,Average,38,60,4,9,Sales,F.,Yes,None,Remote
4,Asia,High,Average,23,24,1,5,Designer,I.,No,None,Hybrid
4,Oceania,High,Poor,27,50,5,28,Sales,YT,Yes,Weekly,Hybrid
7,North America,Medium,Poor,45,22,5,24,HR,Educa.,No,Weekly,Onsite
9,Europe,Medium,Poor,29,25,5,22,HR,Manufacturing,No,Daily,Hybrid
2,South America,Medium,Poor,31,32,5,14,Sales,Finanxe,No,Daily,Hybryd
4,North America,High,Average,45,42,3,25,Marketing,Manufacturing,Yes,Daily,Remote
2,South America,Low,Poor,28,39,2,9,Project Manager,Educetion,No,Weekly,Onsite
5,South America,Medium,Average,32,28,4,28,Marketing,,No,Weekly,Hybrid
1,North America,High,Average,56,50,4,11,Project Manager,Education,Yes,Daily,
1,Europe,Low,Good,46,45,2,21,Marketing,Finance,Yes,Daily,Remote
5,Oceania,Medium,Average,29,54,5,15,Designer,Consulting,No,Weekly,Hybrid
1,Oceania,Medium,Good,51,57,2,21,Software Engineer,,Yes,Weekly,Hybrid
1,South America,Low,Good,35,33,4,4,Marketing,Retail,Yes,Daily,Remote
3,Africa,Low,Average,23,30,2,17,Designer,Finance,No,None,Oneite
2,Europe,Medium,Poor,50,27,2,21,Sales,Education,No,None,Obsite
3,Africa,Low,Average,58,25,2,29,Project Manager,Retail,No,Weekly,Remote
5,Africa,Low,Poor,45,49,1,1,Software Engineer,,Yes,Daily,Onsite
3,Oceania,High,Good,54,45,4,13,Designer,,No,Daily,
8,South America,High,Average,54,42,4,22,Designer,IT,Yes,None,Hybrid
5,Oceania,Medium,Poor,27,33,3,26,Data Scientist,,Yes,None,0nsite
5,Oceania,High,Good,60,46,4,30,HR,Healthcare,No,Daily,Onsite
10,Europe,Medium,Poor,21,43,2,29,Project Manager,Retail,No,None,Onsite
4,Africa,Low,Good,60,23,1,24,HR,Healthcare,No,None,Onsits
1,South America,Medium,Average,50,48,2,4,Software Engineer,Finance,No,Daily,Onsite
2,Africa,Low,Average,41,30,2,10,Software Engineer,IT,No,None,Remode
2,South America,Low,Poor,41,46,3,15,Marketing,Healthcere,No,Daily,Hyprid
8,North America,Low,Good,56,59,4,4,Data Scientist,Consu.,Yes,Weekly,Hyprid
9,South America,Medium,Poor,23,36,5,22,Sales,Consultyng,No,Weekly,H.
2,North America,High,Average,32,51,5,34,Data Scientist,Manufacturing,Yes,Weekly,Remote
4,Europe,High,Poor,22,26,5,24,Designer,,Yes,Weekly,Hybrid
5,Europe,High,Poor,48,41,1,29,Data Scientist,Finan.,Yes,Daily,Remote
4,South America,High,Poor,22,29,1,1,Designer,IT,Yes,None,Hibrid
5,Oceania,Low,Average,22,53,2,4,Designer,Retail,No,Weekly,Hybrid
2,North America,High,Average,60,30,3,2,Data Scientist,Tinance,Yes,Daily,Remote
5,Oceania,Medium,Good,38,48,5,32,Data Scientist,Educatioh,No,Weekly,Hybrid
2,South America,High,Average,34,31,5,27,Data Scientist,Retail,No,Daily,Remiye
3,Africa,High,Poor,23,44,1,9,Software Engineer,Manufacturing,Yes,Weekly,Onsite
1,North America,High,Average,52,42,4,30,Designer,,Yes,Daily,Onsyte
5,Oceania,Medium,Good,24,42,4,10,Software Engineer,Education,No,None,Hybrid
9,North America,Medium,Poor,38,52,4,26,Marketing,Finance,Yes,Weekly,Onsite
3,Africa,High,Good,46,49,5,24,HR,Healthcare,No,Daily,
7,Africa,Low,Good,44,28,5,8,HR,Reta.,Yes,Weekly,Hybrid
4,South America,Low,Average,31,53,3,33,Designer,Finance,No,Weekly,Remot2
4,South America,High,Poor,32,49,3,26,Marketing,Health.,Yes,Daily,Onsite
4,Oceania,High,Average,31,23,5,23,Software Engineer,Retail,No,None,Remote
2,Europe,High,Good,20,23,1,7,Project Manager,IT,No,Daily,Hyb.
10,Asia,Low,Average,42,46,3,9,Software Engineer,Consulting,No,Weekly,Hyprid
3,Oceania,High,Good,36,48,1,14,Marketing,Education,Yes,Weekly,Hyprid
3,South America,High,Good,44,48,2,14,Marketing,Finance,Yes,None,Hy.
9,Africa,High,Average,46,39,1,30,Marketing,Finance,No,None,Hybr8d
4,Europe,Low,Good,55,59,5,34,Designer,Manufacturing,Yes,Weekly,Onsite
4,Asia,Low,Good,40,25,3,28,Software Engineer,Finance,No,Weekly,Hybrit
3,Asia,High,Average,40,24,5,34,Sales,Finance,Yes,Daily,Remote
4,South America,Medium,Good,38,28,4,25,HR,Consulting,Yes,Weekly,Remote
3,South America,High,Average,57,50,3,29,HR,Manufacturing,Yes,None,Hybris
1,Asia,Low,Good,22,54,1,20,Software Engineer,Retail,No,None,H7brir
9,Asia,High,Poor,45,33,4,11,Data Scientist,ID,Yes,Weekly,Hybris
4,Asia,High,Average,41,30,3,31,Data Scientist,Finance,No,Daily,Remote
8,North America,Low,Good,49,40,2,23,Data Scientist,Healfucare,No,Weekly,Remote
5,Europe,Low,Average,32,27,2,29,Sales,Consulting,No,Weekly,Onsite
3,North America,Medium,Average,25,50,5,15,Sales,Finance,No,Weekly,Onsite
5,South America,High,Good,24,23,3,9,Marketing,Finance,Yes,None,Hybrid
5,Africa,High,Good,49,27,1,10,Project Manager,Consulting,No,Weekly,Remote
3,Asia,Medium,Poor,59,41,3,14,Project Manager,Education,No,Daily,
3,North America,High,Good,39,50,5,10,HR,IT,Yes,Weekly,Onsite
7,Europe,Medium,Good,34,32,4,25,Project Manager,Consulting,No,None,Remote
3,North America,Low,Poor,55,52,4,14,Software Engineer,Hfal6hcare,No,Weekly,Remote
5,North America,Low,Good,28,51,5,33,Designer,Retail,Yes,Daily,Remote
9,Europe,Medium,Average,39,26,1,13,Project Manager,Finance,No,Daily,Remode
2,South America,Medium,Average,43,59,2,34,Project Manager,Finsnce,No,Weekly,Remote
5,Europe,Medium,Good,57,52,5,7,Sales,Education,Yes,None,Hybrid
4,Europe,Low,Average,32,55,3,28,Software Engineer,Healthcare,No,Weekly,Onsite
8,North America,Medium,Good,25,36,4,9,Data Scientist,Vinance,Yes,Daily,Remote
5,Oceania,Low,Average,22,32,5,21,Marketing,Educ.,No,Daily,Remote
2,Oceania,Low,Good,59,41,4,32,Software Engineer,Consulting,No,Daily,Onsite
2,North America,Low,Average,22,29,2,21,Software Engineer,,No,Daily,Onsit4
5,Asia,Medium,Poor,46,41,3,33,Project Manager,Education,No,Daily,Remote
6,Africa,High,Good,43,55,5,33,Marketing,Fynance,Yes,Weekly,Ramote
9,Africa,High,Poor,48,38,1,2,Marketing,IT,No,Daily,Hybrid
2,South America,High,Average,39,59,3,8,Project Manager,Healthcara,No,None,Onsite
1,Africa,High,Average,49,32,3,7,Project Manager,Consulting,No,None,3emote
9,Europe,Low,Good,38,28,5,16,Marketing,Heelthcare,Yes,Daily,Hybrid
4,North America,Low,Average,32,25,3,14,Data Scientist,Healthcare,No,Weekly,Hybrid
2,South America,High,Poor,47,45,2,28,Designer,Retail,Yes,Weekly,H.
2,Europe,Low,Good,39,27,1,16,HR,Consulting,No,None,Onsiye
2,Europe,Medium,Average,47,40,4,1,Data Scientist,Co.,No,None,Hybr.
8,Oceania,Low,Good,53,25,4,10,Designer,Healthcare,No,None,
1,North America,Low,Poor,49,30,3,14,Designer,YT,No,Weekly,Hybrid
2,Africa,High,Good,47,45,3,24,Sales,Manufacturing,No,None,Onsite
4,Africa,Low,Average,25,48,4,14,Data Scientist,Retail,No,Daily,Hybrid
0,Europe,High,Good,55,57,2,19,Data Scientist,Cojsulting,No,None,Hybrid
5,South America,Low,Good,35,32,2,2,Sales,Retail,No,Daily,Onsite
7,Oceania,High,Poor,57,31,4,27,Data Scientist,Consulting,Yes,Daily,Onsite
10,Oceania,Medium,Good,58,56,5,35,Project Manager,Redail,No,Weekly,Hybrid
5,Asia,Low,Average,44,55,4,35,Sales,IT,Yes,Daily,Remote
1,Europe,Medium,Poor,28,56,2,22,Data Scientist,Finance,No,None,Hybrid
5,Africa,Low,Average,25,31,4,9,Designer,Healthcare,No,Weekly,Hybrid
2,Asia,Low,Poor,58,55,1,31,Data Scientist,Reta.,Yes,None,O.
2,South America,High,Average,44,48,4,34,Designer,Finance,No,Weekly,Onsite
10,Oceania,High,Poor,25,50,5,6,Designer,IF,Yes,Weekly,Onsite
1,Oceania,High,Good,48,28,4,2,Project Manager,Haalthcare,Yes,None,
3,Oceania,Low,Average,34,60,2,8,Marketing,Education,Yes,Weekly,Hybryd
3,Asia,Medium,Average,38,47,5,17,HR,Finabcw,No,None,Onsite
9,North America,Low,Average,37,23,3,22,Designer,Healthcare,Yes,None,Remote
8,Oceania,High,Good,22,23,3,19,Marketing,Finance,Yes,Weekly,Remote
4,North America,Low,Average,22,35,1,12,HR,Finance,Yes,Daily,Onsite
8,Oceania,Low,Poor,52,53,5,8,Marketing,Healthcere,No,Daily,Onxite
5,Oceania,Low,Average,28,49,2,7,Designer,Finance,Yes,Daily,Remote
2,South America,Medium,Average,43,43,3,28,Data Scientist,Manufacturing,Yes,None,Onsite
2,Asia,Low,Average,41,41,2,13,Sales,Manufa.,Yes,Daily,Onsite
2,Africa,High,Poor,48,59,2,13,Marketing,Finance,No,None,Onsite
9,South America,Low,Good,30,52,3,19,Software Engineer,Education,Yes,Weekly,Hybryd
1,North America,Medium,Average,29,53,3,1,Data Scientist,Consulting,No,Daily,Onsite
3,Africa,High,Average,31,42,4,3,Project Manager,C.,No,None,Remore
4,Oceania,Medium,Poor,43,24,3,6,HR,Healthcare,Yes,Daily,Remote
1,North America,Medium,Poor,56,37,5,15,Marketing,Jznufacturibg,Yes,Weekly,Onsite
4,South America,High,Good,58,58,5,15,Data Scientist,IT,Yes,Daily,Onsite
3,South America,High,Good,53,33,4,34,Marketing,Consulting,Yes,None,Ramote
3,Oceania,Medium,Poor,36,24,5,22,Marketing,Retail,No,Weekly,Remote
3,Oceania,Medium,Average,40,46,1,17,Marketing,Healthcare,No,Daily,Hybrid
8,North America,High,Poor,60,27,3,23,Software Engineer,Retail,Yes,None,Hybrid
4,Europe,Medium,Average,44,35,1,21,Marketing,IT,No,Daily,Hybrid
7,Oceania,Low,Good,33,24,5,7,Software Engineer,Education,No,None,R.
8,Asia,Low,Good,50,60,3,21,Data Scientist,Healthcare,Yes,Daily,Hybrid
1,Oceania,High,Good,38,59,5,7,Data Scientist,Manufacturing,Yes,None,Re.
1,South America,Medium,Poor,51,23,3,13,Project Manager,Healthcare,Yes,Daily,Remote
4,North America,Low,Good,59,55,1,11,Designer,Finance,No,None,R.
4,Europe,Medium,Average,54,40,5,16,Project Manager,,Yes,Daily,Onsite
3,Asia,High,Good,34,39,4,17,Project Manager,Consultyng,Yes,Daily,Remote
5,Africa,Low,Good,37,51,2,31,Designer,Healthcare,No,Weekly,
4,Asia,High,Average,24,40,1,26,Designer,Finance,Yes,None,Remote
2,South America,Medium,Average,60,34,2,1,Project Manager,Educ.,Yes,Weekly,R.
1,Africa,Low,Average,34,49,3,17,HR,Finance,No,None,Onsite
8,Europe,High,Good,25,24,4,30,HR,IT,No,Weekly,
3,Oceania,Low,Average,41,48,2,4,Software Engineer,IT,No,Weekly,
2,North America,High,Average,54,40,2,3,Project Manager,IT,No,None,Remode
3,Africa,Low,Poor,39,45,2,10,Designer,IT,Yes,Weekly,Onsi5e
4,North America,High,Good,52,30,1,16,Sales,Healthcare,No,Daily,Onsite
6,Africa,High,Average,54,25,5,35,Software Engineer,8T,No,Weekly,
10,Africa,Medium,Poor,22,57,5,8,Project Manager,,Yes,None,Onsite
2,Oceania,Low,Good,43,53,4,12,Marketing,Consulting,Yes,Daily,Hybrid
1,South America,High,Average,35,56,4,27,HR,Retail,Yes,None,Hybrid
4,Oceania,Low,Average,26,26,2,2,Software Engineer,M.,No,Weekly,Onsite
4,Asia,Low,Average,32,58,2,25,HR,,No,Weekly,0nsite
10,Europe,Medium,Average,53,57,3,32,Project Manager,IT,No,Daily,Remote
5,Europe,High,Average,32,44,3,23,Data Scientist,Healthcare,Yes,None,Remote
5,Africa,High,Average,35,32,4,23,Data Scientist,Educa.,Yes,Daily,Hybrid
3,Europe,High,Poor,44,42,3,20,Software Engineer,Manufacturing,No,Daily,Hybrld
4,Europe,High,Average,24,43,5,25,Software Engineer,,Yes,Weekly,
5,Europe,High,Poor,47,58,4,33,Sales,Manufacturing,No,None,Renote
1,Africa,Low,Average,32,27,3,18,Project Manager,Retail,Yes,Weekly,Hybrid
3,Oceania,Medium,Good,32,25,4,13,HR,Finance,No,Daily,Remote
9,North America,Low,Good,39,30,2,14,HR,Manuvacturing,No,Daily,Remote
3,Europe,Medium,Good,49,44,2,7,Data Scientist,Healthkare,Yes,Daily,Remote
1,South America,High,Poor,59,28,3,21,HR,Educadion,No,None,Rehote
1,South America,Medium,Average,23,36,5,6,HR,IT,No,Weekly,Hybrid
7,North America,Medium,Poor,34,35,2,20,HR,Retail,Yes,Weekly,
1,Oceania,High,Good,49,29,4,12,Marketing,IT,No,Weekly,Hybrid
3,Asia,Medium,Average,39,56,5,6,Software Engineer,Finance,No,Daily,Ramote
8,Oceania,High,Average,26,45,3,17,Data Scientist,Healthcare,No,Weekly,Remote
1,South America,Medium,Good,50,47,5,7,Marketing,,No,Daily,Hybrid
1,Asia,Medium,Poor,46,41,4,30,Sales,,No,Daily,Hybrid
9,Asia,Medium,Poor,46,47,1,1,Data Scientist,Consulting,No,Daily,Onsite
3,Oceania,Low,Poor,22,32,3,20,Data Scientist,YT,Yes,Weekly,Hybrid
4,Asia,Low,Poor,56,56,1,33,Project Manager,IT,Yes,None,Uybrud
2,South America,High,Average,35,60,2,29,Designer,Education,Yes,Daily,Demote
4,South America,Low,Good,54,42,3,25,Software Engineer,,Yes,Daily,Onsite
3,South America,Medium,Poor,51,36,4,6,Data Scientist,Retail,No,Daily,Hybrid
5,South America,Medium,Good,45,40,1,9,Sales,Vinance,Yes,Weekly,Remote
5,Africa,High,Poor,42,32,5,13,Sales,Education,No,Daily,Remote
10,Africa,Low,Good,55,32,3,20,Project Manager,Retail,Yes,Daily,Hybrid
2,Africa,High,Good,21,49,4,32,Sales,Retail,No,Daily,0nsite
4,Asia,Low,Average,41,42,1,19,Designer,Healthcare,No,Daily,Onside
2,Africa,High,Average,49,39,3,10,Marketing,Healthcare,Yes,Daily,Onsite
2,North America,High,Average,47,29,5,14,Designer,Finance,No,None,Remote
8,Oceania,High,Average,29,52,2,19,HR,Healthcare,No,None,Onsite
8,Europe,Low,Good,20,25,5,6,HR,Manufacturing,Yes,None,R.
3,Africa,Medium,Good,20,58,2,20,Sales,Consulting,Yes,Daily,Remote
1,North America,Medium,Average,25,59,4,23,HR,IT,No,None,Remode
4,Africa,High,Poor,23,60,4,28,Data Scientist,Education,Yes,Weekly,Onsite
2,Africa,Low,Average,43,24,1,9,HR,IT,No,None,Hybrid
5,Africa,High,Good,39,49,1,21,Designer,Retajl,No,None,5emote
4,North America,Low,Good,45,25,1,2,Sales,,No,Daily,Onsite
10,Asia,Medium,Poor,20,56,5,1,Sales,Eduvatiog,No,Daily,Femotd
3,North America,High,Average,58,34,5,11,Project Manager,,Yes,None,Onsite
2,Oceania,High,Poor,45,43,1,26,HR,Finance,No,None,Onsite
1,North America,Low,Average,32,56,1,30,Marketing,Manufacturing,Yes,Daily,
2,North America,High,Average,45,46,4,7,Data Scientist,Finance,No,Weekly,Hybrid
10,South America,Medium,Poor,35,35,3,23,Software Engineer,Education,No,None,Hybrid
10,Africa,High,Average,22,56,2,17,Sales,IT,No,Daily,
2,North America,Low,Average,21,27,4,11,Data Scientist,IT,No,Weekly,Hybrid
10,Oceania,Low,Good,23,58,4,24,HR,1T,Yes,Weekly,On.
1,South America,Medium,Good,39,26,3,10,Designer,He.,No,None,Remote
5,South America,Low,Good,43,31,1,11,Marketing,Consulting,Yes,None,Onsite
5,Europe,High,Good,32,53,5,32,Software Engineer,Consulting,Yes,None,Hybrid
5,Oceania,High,Good,27,41,1,4,Data Scientist,Finance,Yes,Daily,Onsite
2,North America,Low,Poor,45,24,3,13,Marketing,Mealthfare,No,Weekly,Hybrid
3,Europe,Low,Poor,26,46,4,19,Designer,Healthcare,No,Daily,H7nrid
8,South America,High,Poor,28,45,2,29,Sales,Finance,No,Daily,Remote
1,South America,High,Poor,43,23,5,1,HR,Finance,No,Daily,H.
1,Asia,High,Good,28,55,5,8,Marketing,Manufacturing,Yes,None,
3,North America,High,Poor,37,38,4,10,HR,JT,Yes,Daily,Hybrid
2,Africa,High,Average,21,34,4,29,Designer,LT,No,Weekly,Rejo5e
1,South America,Low,Poor,38,24,4,29,Sales,Education,No,Weekly,Remote
4,Oceania,High,Good,28,46,1,16,Software Engineer,Finance,Yes,Daily,Insite
3,Europe,Medium,Average,33,36,3,33,Data Scientist,Hexltjcare,No,None,Remote
3,North America,High,Good,25,30,1,31,Marketing,IT,Yes,None,Onsite
2,Oceania,Low,Good,44,34,5,23,Marketing,Manufacturing,No,None,Onsita
8,South America,Low,Average,49,40,4,6,Marketing,Education,Yes,None,Rem.
10,South America,High,Average,60,37,5,1,Software Engineer,Consulting,No,None,Renote
2,Africa,Low,Poor,28,37,3,1,Software Engineer,IT,Yes,None,Onzite
8,Asia,Medium,Average,41,33,4,19,Data Scientist,,Yes,None,Remote
1,Oceania,Low,Good,51,53,1,7,Software Engineer,IT,No,Weekly,Onsite
5,Africa,Low,Good,52,23,2,5,Data Scientist,Manufact.,No,None,Remote
1,South America,High,Average,31,22,1,24,Marketing,Healthcare,No,None,Remote
4,Asia,Low,Good,51,45,1,6,Project Manager,Manufacturing,Yes,None,Remote
5,North America,Low,Average,36,25,5,23,HR,Finance,Yes,Weekly,Onsite
1,Asia,High,Good,59,44,4,14,Project Manager,Finance,Yes,None,Onsite
3,Oceania,High,Poor,43,36,4,31,Sales,Consultyng,No,Weekly,Remote
1,Africa,Low,Good,54,37,2,1,Designer,,Yes,None,
4,North America,Medium,Good,43,45,2,30,Project Manager,Healthcare,Yes,None,Hybr9d
10,North America,High,Poor,22,48,5,7,Software Engineer,Retail,No,Weekly,Remo.
5,Oceania,Low,Poor,34,42,5,7,Marketing,Fin.,No,Daily,Remode
1,South America,High,Good,23,24,3,33,Sales,Manufacturing,No,None,Remote
1,South America,High,Average,27,58,2,29,Project Manager,Haalthcare,No,Daily,Remote
3,Europe,Medium,Good,45,50,1,35,Project Manager,Finance,Yes,Weekly,Remote
4,North America,Low,Poor,42,46,2,12,Marketing,Re.,Yes,None,Remote
9,South America,High,Average,40,56,4,25,Marketing,Retail,No,Daily,Onsite
3,Oceania,Medium,Poor,46,27,5,20,Project Manager,Education,No,Weekly,Onsite
3,South America,Low,Good,37,38,2,1,Marketing,Retaip,Yes,None,Hybrid
2,Africa,Medium,Good,36,56,3,2,Marketing,Consulting,No,Weekly,Onsitw
8,Europe,Low,Good,35,57,5,31,Designer,IG,No,Daily,Hybryd
3,Asia,Medium,Average,24,22,1,34,Data Scientist,Retail,No,None,Hybrid
4,Oceania,Medium,Poor,22,45,2,16,HR,Manufac6uring,Yes,Daily,
5,North America,Low,Average,37,33,1,24,HR,Manufacturing,Yes,Daily,Hybgid
8,Europe,Low,Good,28,37,2,27,Software Engineer,Manu.,No,None,
5,North America,High,Poor,56,29,4,23,Data Scientist,IT,Yes,Weekly,Remote
